id;deglat;minlat;seclat;deglong;minlong;seclong;utmzone;utmeast;utmnorth;utmsrid;decimlat;decimlong;lat_decimal;lon_decimal
2018-01058;56.0;23.0;21.0;-111.0;2.0;10.4;;;;;;;56.38916666666667;-110.96377777777778
2018-01779;55.0;22.0;5.0;-111.0;8.0;33.0;;;;;;;55.36805555555556;-110.85749999999999
2018-03779;;;;;;;11.0;414405.56;6290489.06;32611.0;;;56.75051192946678;-118.39971391184834
2018-03780;;;;;;;11.0;416051.5;6295675.5;32611.0;;;56.79739171882129;-118.37450872144899
2018-05070;54.0;56.0;35.0;-111.0;36.0;24.0;;;;;;;54.94305555555555;-110.39333333333335
2021-35431;;;;;;;;;;;;;;
2021-35515;;;;;;;;;;;;;;
2022-15076;;;;;;;;;;;;;;
2022-15264;;;;;;;;;;;;;;
2022-15428;;;;;;;;;;;;;;
2023-02322;;;;;;;;;;;;;;
2022-15400;;;;;;;;;;;;;;
2018-00298;56.0;24.0;47.5;-111.0;2.0;53.0;;;;;;;56.41319444444444;-110.95194444444445
2018-00528;56.0;23.0;55.7;-111.0;35.0;2.9;;;;;;;56.398805555555555;-110.41586111111111
2018-00710;56.0;24.0;48.8;-111.0;2.0;53.0;;;;;;;56.413555555555554;-110.95194444444445
2018-01060;56.0;23.0;20.9;-111.0;2.0;10.5;;;;;;;56.38913888888889;-110.96375
2018-01823;55.0;22.0;14.0;-111.0;10.0;36.0;;;;;;;55.370555555555555;-110.82333333333332
2018-01927;55.0;22.0;22.0;-111.0;10.0;23.0;;;;;;;55.37277777777778;-110.82694444444444
2018-02184;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02688;;;;;;;11.0;416523.93;6290248.47;32611.0;;;56.74873508334838;-118.36500541091274
2018-02700;;;;;;;11.0;413650.18;6290691.45;32611.0;;;56.752190376248684;-118.41213051038864
2018-02702;;;;;;;11.0;416640.71;6290128.47;32611.0;;;56.747678211818396;-118.36305739739862
2018-02797;;;;;;;11.0;416122.0;6295754.0;32611.0;;;56.79810944983798;-118.37338055978904
2018-03781;;;;;;;11.0;416688.0;6290321.5;32611.0;;;56.74942032336528;-118.36234713211078
2018-03782;;;;;;;11.0;418366.83;6290443.42;32611.0;;;56.750812196162826;-118.33494168578417
2018-03783;;;;;;;11.0;417510.83;6297089.42;32611.0;;;56.81035137558766;-118.35107911675374
2018-03784;;;;;;;11.0;417685.0;6295626.83;32611.0;;;56.79724628057497;-118.34775582810002
2018-03785;;;;;;;11.0;413539.5;6290588.43;32611.0;;;56.751244636068854;-118.41390513838935
2018-03786;;;;;;;11.0;414272.68;6290937.97;32611.0;;;56.75451925455492;-118.40203635246846
2018-03787;;;;;;;11.0;415077.15;6290941.97;32611.0;;;56.75470237730499;-118.38888529198408
2018-03788;;;;;;;11.0;417164.56;6290203.9;32611.0;;;56.74844899935172;-118.35451871640416
2018-04445;54.0;34.0;58.0;-110.0;28.0;30.0;;;;;;;54.58277777777778;-109.52499999999999
2018-04633;55.0;6.0;38.12;-118.0;45.0;38.68;;;;;;;55.11058888888889;-117.23925555555556
2018-04958;54.0;34.0;41.0;-111.0;15.0;8.0;;;;;;;54.57805555555556;-110.74777777777778
2018-05126;55.0;33.0;58.0;-113.0;30.0;4.0;;;;;;;55.566111111111105;-112.49888888888889
2018-05410;;;;;;;;;;;;;;
2018-05539;55.0;6.0;35.41;118.0;45.0;40.15;;;;;;;55.109836111111115;118.76115277777778
2021-35221;;;;;;;;;;;;;;
2021-35332;;;;;;;;;;;;;;
2021-35516;;;;;;;;;;;;;;
2022-15018;;;;;;;;;;;;;;
2023-02125;;;;;;;;;;;;;;
2018-00257;56.0;22.0;17.8;-111.0;0.0;37.2;;;;;;;56.371611111111115;-110.98966666666666
2018-00770;56.0;22.0;1.3;-111.0;35.0;3.2;;;;;;;56.36702777777778;-110.41577777777778
2018-00991;56.0;23.0;21.0;-111.0;2.0;10.4;;;;;;;56.38916666666667;-110.96377777777778
2018-01015;56.0;23.0;54.0;-111.0;35.0;3.7;;;;;;;56.39833333333333;-110.41563888888889
2018-02262;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02680;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-04798;55.0;22.0;19.0;-111.0;9.0;1.0;;;;;;;55.371944444444445;-110.84972222222221
2018-04805;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-04873;55.0;6.0;37.81;-118.0;45.0;40.67;;;;;;;55.11050277777778;-117.23870277777777
2018-04959;55.0;33.0;33.0;-113.0;28.0;5.0;;;;;;;55.55916666666666;-112.53194444444445
2018-05127;55.0;41.0;14.0;-113.0;27.0;56.0;;;;;;;55.68722222222222;-112.53444444444445
2018-05411;;;;;;;;;;;;;;
2021-35022;55.0;6.0;37.47;118.0;45.0;40.16;;;;;;;55.11040833333333;118.76115555555556
2021-35176;;;;;;;;;;;;;;
2021-35394;;;;;;;;;;;;;;
2022-15488;;;;;;;;;;;;;;
2023-02134;;;;;;;;;;;;;;
2018-00171;56.0;31.0;22.8;-111.0;16.0;12.8;;;;;;;56.522999999999996;-110.72977777777778
2018-00172;56.0;29.0;33.8;-111.0;13.0;51.7;;;;;;;56.49272222222222;-110.76897222222222
2018-00183;56.0;26.0;10.7;-111.0;12.0;23.3;;;;;;;56.43630555555555;-110.79352777777777
2018-00254;56.0;22.0;17.8;-111.0;0.0;37.2;;;;;;;56.371611111111115;-110.98966666666666
2018-00286;56.0;24.0;48.8;-111.0;2.0;53.0;;;;;;;56.413555555555554;-110.95194444444445
2018-00531;56.0;23.0;54.6;-111.0;35.0;3.5;;;;;;;56.3985;-110.41569444444445
2018-00694;56.0;26.0;0.6;-111.0;3.0;57.5;;;;;;;56.433499999999995;-110.93402777777779
2018-00876;56.0;23.0;54.0;-111.0;35.0;3.7;;;;;;;56.39833333333333;-110.41563888888889
2018-01006;56.0;24.0;47.5;-111.0;2.0;53.0;;;;;;;56.41319444444444;-110.95194444444445
2018-01698;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-01705;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-01758;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-02199;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02505;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02829;;;;;;;11.0;416377.96;6294289.48;32611.0;;;56.7850023126313;-118.36871172869076
2018-02832;;;;;;;11.0;417077.86;6294365.11;32611.0;;;56.78580669413361;-118.35728407096893
2018-02865;;;;;;;11.0;413550.04;6291833.47;32611.0;;;56.76242842296031;-118.41415306511905
2018-02980;;;;;;;11.0;417669.0;6295695.0;32611.0;;;56.79785570619184;-118.34803968683137
2018-03789;;;;;;;11.0;418808.06;6295997.63;32611.0;;;56.800773778927194;-118.32949131268055
2018-04011;;;;;;;;;;;;;;
2018-04641;55.0;6.0;37.97;-118.0;45.0;39.5;;;;;;;55.11054722222222;-117.23902777777778
2018-05071;54.0;52.0;0.0;-111.0;26.0;50.0;;;;;;;54.86666666666667;-110.55277777777778
2018-05128;55.0;9.0;35.0;-112.0;59.0;3.0;;;;;;;55.15972222222222;-111.01583333333333
2018-05538;55.0;6.0;35.41;118.0;45.0;40.15;;;;;;;55.109836111111115;118.76115277777778
2021-35107;;;;;;;;;;;;;;
2021-35517;;;;;;;;;;;;;;
2022-15265;;;;;;;;;;;;;;
2022-15331;;;;;;;;;;;;;;
2022-15489;;;;;;;;;;;;;;
2023-02323;;;;;;;;;;;;;;
2018-02709;;;;;;;11.0;413564.39;6291630.47;32611.0;;;56.76060792116338;-118.41384988150925
2018-02821;;;;;;;11.0;416404.0;6294699.0;32611.0;;;56.78868498164929;-118.36841956739195
2018-02830;;;;;;;11.0;416192.08;6290254.47;32611.0;;;56.74872946163375;-118.37043204750773
2018-03086;;;;;;;11.0;418163.34;6292953.47;32611.0;;;56.77332024593009;-118.33907058196431
2018-03107;;;;;;;11.0;416352.52;6290382.97;32611.0;;;56.749912358006796;-118.36785131675553
2018-03156;;;;;;;11.0;417531.59;6297134.49;32611.0;;;56.810759840815685;-118.35075376074427
2018-03790;;;;;;;11.0;417403.67;6298143.25;32611.0;;;56.819797077778674;-118.3531748414898
2018-03791;;;;;;;11.0;416051.5;6295675.5;32611.0;;;56.79739171882129;-118.37450872144899
2018-03792;;;;;;;11.0;417567.61;6294428.0;32611.0;;;56.78645846274869;-118.34929056364199
2018-03793;;;;;;;11.0;418948.5;6296710.42;32611.0;;;56.80720007669699;-118.32741860386842
2018-03794;;;;;;;11.0;418948.5;6296710.42;32611.0;;;56.80720007669699;-118.32741860386842
2018-03795;;;;;;;11.0;419099.3;6296316.65;32611.0;;;56.803689722491434;-118.32482486311207
2018-03796;;;;;;;;;;;;;;
2018-04960;55.0;1.0;46.0;-111.0;58.0;15.0;;;;;;;55.029444444444444;-110.02916666666667
2018-05129;54.0;58.0;17.0;-112.0;0.0;21.0;;;;;;;54.97138888888889;-111.99416666666667
2021-35518;;;;;;;;;;;;;;
2018-02783;;;;;;;11.0;416226.0;6295828.0;32611.0;;;56.79879278490288;-118.37170253314895
2018-02864;;;;;;;11.0;413550.04;6291833.47;32611.0;;;56.76242842296031;-118.41415306511905
2018-03071;;;;;;;11.0;416371.0;6294560.0;32611.0;;;56.787430666087964;-118.36891410746624
2018-03797;;;;;;;11.0;417403.67;6298143.25;32611.0;;;56.819797077778674;-118.3531748414898
2018-03798;;;;;;;11.0;418808.06;6295997.63;32611.0;;;56.800773778927194;-118.32949131268055
2018-03799;;;;;;;11.0;414405.56;6290489.06;32611.0;;;56.75051192946678;-118.39971391184834
2018-03800;;;;;;;11.0;417403.67;6298143.25;32611.0;;;56.819797077778674;-118.3531748414898
2018-03801;;;;;;;11.0;418220.16;6292849.69;32611.0;;;56.77239813502416;-118.33810796913589
2018-03802;;;;;;;11.0;418939.95;6296726.99;32611.0;;;56.807347408611086;-118.32756384985602
2018-03803;;;;;;;;;;;;;;
2018-04961;54.0;55.0;12.0;-111.0;27.0;43.0;;;;;;;54.919999999999995;-110.53805555555556
2018-05130;55.0;18.0;56.0;-113.0;16.0;9.0;;;;;;;55.315555555555555;-112.73083333333334
2018-05412;;;;;;;;;;;;;;
2021-35315;;;;;;;;;;;;;;
2021-35519;;;;;;;;;;;;;;
2023-02064;;;;;;;;;;;;;;
2018-01308;;;;;;;;;;;;;;
2018-02904;;;;;;;11.0;417667.42;6299212.49;32611.0;;;56.829446947547765;-118.34920040467055
2018-04382;54.0;34.0;59.0;-110.0;28.0;15.0;;;;;;;54.58305555555556;-109.52916666666667
2018-04415;54.0;34.0;59.0;-110.0;28.0;15.0;;;;;;;54.58305555555556;-109.52916666666667
2018-04525;54.0;34.0;59.0;-110.0;28.0;15.0;;;;;;;54.58305555555556;-109.52916666666667
2018-04566;54.0;34.0;59.0;-110.0;28.0;15.0;;;;;;;54.58305555555556;-109.52916666666667
2018-04962;55.0;1.0;46.0;-111.0;58.0;15.0;;;;;;;55.029444444444444;-110.02916666666667
2018-05131;54.0;57.0;18.0;-112.0;53.0;53.0;;;;;;;54.955000000000005;-111.10194444444444
2018-03804;;;;;;;11.0;417183.16;6296918.08;32611.0;;;56.808754328276194;-118.35638868789376
2018-03805;;;;;;;11.0;416579.53;6294690.48;32611.0;;;56.788639935890785;-118.36554438535255
2018-04877;;;;;;;11.0;414820.928571429;6290619.71428571;32611.0;;;56.7517614061117;-118.39296716274045
2018-02596;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02764;;;;;;;11.0;413976.0;6291141.0;32611.0;;;56.75628805885327;-118.40695496471797
2018-03806;;;;;;;11.0;413267.83;6290484.83;32611.0;;;56.75026375168736;-118.41831120206305
2018-03807;;;;;;;11.0;419167.33;6296457.75;32611.0;;;56.80496881357788;-118.32375581253423
2018-03808;;;;;;;11.0;419167.33;6296457.75;32611.0;;;56.80496881357788;-118.32375581253423
2018-03809;;;;;;;11.0;413267.83;6290484.83;32611.0;;;56.75026375168736;-118.41831120206305
2018-03810;;;;;;;11.0;415973.17;6291824.75;32611.0;;;56.76279316352707;-118.37452562734629
2018-03811;;;;;;;11.0;416675.83;6298047.67;32611.0;;;56.818808849059444;-118.36506399589491
2018-04417;54.0;34.0;59.0;-110.0;28.0;15.0;;;;;;;54.58305555555556;-109.52916666666667
2018-04460;54.0;34.0;59.0;-110.0;28.0;15.0;;;;;;;54.58305555555556;-109.52916666666667
2018-05413;;;;;;;;;;;;;;
2021-35243;;;;;;;;;;;;;;
2023-02042;;;;;;;;;;;;;;
2018-05072;55.0;41.0;14.0;-113.0;27.0;56.0;;;;;;;55.68722222222222;-112.53444444444445
2018-01201;;;;;;;;;;;;;;
2018-01202;;;;;;;;;;;;;;
2018-01203;;;;;;;;;;;;;;
2018-01204;;;;;;;;;;;;;;
2018-01205;;;;;;;;;;;;;;
2018-01206;;;;;;;;;;;;;;
2018-01207;;;;;;;;;;;;;;
2018-01208;;;;;;;;;;;;;;
2018-01209;;;;;;;;;;;;;;
2018-01217;;;;;;;;;;;;;;
2018-01218;;;;;;;;;;;;;;
2018-01219;;;;;;;;;;;;;;
2018-01220;;;;;;;;;;;;;;
2018-01222;;;;;;;;;;;;;;
2018-01223;;;;;;;;;;;;;;
2018-01224;;;;;;;;;;;;;;
2018-01225;;;;;;;;;;;;;;
2018-01226;;;;;;;;;;;;;;
2018-01227;;;;;;;;;;;;;;
2018-01228;;;;;;;;;;;;;;
2018-01278;;;;;;;;;;;;;;
2018-03137;;;;;;;11.0;418084.81;6290646.47;32611.0;;;56.752586419418726;-118.33961703159164
2018-03812;;;;;;;11.0;415973.17;6291824.75;32611.0;;;56.76279316352707;-118.37452562734629
2018-03813;;;;;;;11.0;417763.67;6299235.08;32611.0;;;56.82966686600346;-118.34763091905195
2018-03814;;;;;;;11.0;416251.58;6290517.0;32611.0;;;56.751098005105014;-118.36954521796376
2018-03815;;;;;;;11.0;418942.92;6290567.42;32611.0;;;56.75202637469934;-118.32556302107568
2018-03816;;;;;;;;;;;;;;
2018-03817;;;;;;;11.0;417035.15;6298343.05;32611.0;;;56.82152594426;-118.35927536494069
2018-04963;55.0;1.0;46.0;-111.0;58.0;15.0;;;;;;;55.029444444444444;-110.02916666666667
2021-35002;55.0;6.0;37.48;118.0;45.0;39.4;;;;;;;55.11041111111111;118.76094444444445
2021-35450;;;;;;;;;;;;;;
2023-02424;;;;;;;;;;;;;;
2018-01231;;;;;;;;;;;;;;
2018-01212;;;;;;;;;;;;;;
2018-01215;;;;;;;;;;;;;;
2018-01216;;;;;;;;;;;;;;
2018-00073;56.0;25.0;55.5;-111.0;6.0;27.9;;;;;;;56.43208333333333;-110.89225
2018-00696;56.0;25.0;56.5;-111.0;6.0;29.1;;;;;;;56.432361111111106;-110.89191666666667
2018-00707;56.0;25.0;56.9;-111.0;6.0;29.3;;;;;;;56.432472222222216;-110.89186111111111
2018-01232;;;;;;;;;;;;;;
2018-02171;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02301;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02381;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02494;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02567;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02581;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02901;;;;;;;11.0;415986.08;6295190.18;32611.0;;;56.79302116461109;-118.37541992220866
2018-03818;;;;;;;11.0;413539.5;6290588.43;32611.0;;;56.751244636068854;-118.41390513838935
2018-03819;;;;;;;11.0;417115.33;6290296.0;32611.0;;;56.74926743488865;-118.35535325506098
2018-03820;;;;;;;11.0;418163.35;6292953.48;32611.0;;;56.773320337499925;-118.3390704215863
2018-03821;;;;;;;11.0;413400.33;6291242.47;32611.0;;;56.75709281263093;-118.41640132249833
2018-03822;;;;;;;11.0;416992.93;6298474.54;32611.0;;;56.82269935153839;-118.36000965977262
2018-04676;55.0;6.0;34.79;-118.0;45.0;39.26;;;;;;;55.10966388888889;-117.23909444444445
2018-05258;;;;;;;;;;;;;;
2018-05287;;;;;;;;;;;;;;
2018-05314;;;;;;;;;;;;;;
2018-05414;;;;;;;;;;;;;;
2018-05557;55.0;6.0;38.53;118.0;45.0;40.02;;;;;;;55.11070277777778;118.76111666666667
2021-35192;;;;;;;;;;;;;;
2021-35274;;;;;;;;;;;;;;
2021-35397;;;;;;;;;;;;;;
2021-35520;;;;;;;;;;;;;;
2022-15217;;;;;;;;;;;;;;
2022-15432;;;;;;;;;;;;;;
2023-02118;;;;;;;;;;;;;;
2018-02255;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02701;;;;;;;11.0;413650.18;6290691.45;32611.0;;;56.752190376248684;-118.41213051038864
2018-02772;;;;;;;11.0;414079.0;6291233.0;32611.0;;;56.75713331409836;-118.40530179738677
2018-02782;;;;;;;11.0;416226.0;6295828.0;32611.0;;;56.79879278490288;-118.37170253314895
2018-03063;;;;;;;11.0;417566.0;6296958.0;32611.0;;;56.80918083394874;-118.35013333736514
2018-03091;;;;;;;11.0;418612.34;6296477.98;32611.0;;;56.805053788416885;-118.33284827297184
2018-03160;;;;;;;11.0;418315.0;6300295.99;32611.0;;;56.83929236799749;-118.33893896892648
2018-03823;;;;;;;11.0;416793.75;6295257.0;32611.0;;;56.793766316197754;-118.36222330300106
2018-03824;;;;;;;11.0;416483.42;6298794.25;32611.0;;;56.82547951612542;-118.36845961633026
2018-03825;;;;;;;11.0;416088.33;6294980.33;32611.0;;;56.79115489589594;-118.37367759250655
2018-03826;;;;;;;11.0;417567.61;6294428.0;32611.0;;;56.78645846274869;-118.34929056364199
2018-03827;;;;;;;11.0;417261.42;6294566.98;32611.0;;;56.78765238993033;-118.35434581850254
2018-03828;;;;;;;11.0;415509.2;6290803.47;32611.0;;;56.75353695895667;-118.38177591136002
2018-03829;;;;;;;11.0;418788.21;2695987.65;32611.0;;;24.37507356934611;-117.80077645165842
2018-03830;;;;;;;11.0;415990.87;6291952.11;32611.0;;;56.76394020499071;-118.37427797307156
2018-03831;;;;;;;11.0;416196.1;6295832.56;32611.0;;;56.79882835771509;-118.37219344802593
2018-03832;;;;;;;11.0;416060.93;6295034.98;32611.0;;;56.79164078065329;-118.37414394850401
2018-03833;;;;;;;11.0;414987.87;6290296.09;32611.0;;;56.74888533108041;-118.3901306458414
2018-03834;;;;;;;11.0;414480.11;6289801.97;32611.0;;;56.74435472834453;-118.3982659428967
2018-03835;;;;;;;;;;;;;;
2018-03836;;;;;;;;;;;;;;
2018-03837;;;;;;;;;;;;;;
2018-04376;54.0;34.0;59.0;-110.0;28.0;15.0;;;;;;;54.58305555555556;-109.52916666666667
2018-04440;54.0;34.0;58.0;-110.0;28.0;30.0;;;;;;;54.58277777777778;-109.52499999999999
2018-04964;55.0;1.0;46.0;-111.0;58.0;15.0;;;;;;;55.029444444444444;-110.02916666666667
2018-05203;;;;;;;;;;;;;;
2018-05264;;;;;;;;;;;;;;
2018-05267;;;;;;;;;;;;;;
2018-05277;;;;;;;;;;;;;;
2018-05329;;;;;;;;;;;;;;
2018-05415;;;;;;;;;;;;;;
2018-05546;55.0;6.0;35.6;118.0;45.0;38.79;;;;;;;55.10988888888889;118.760775
2021-35126;;;;;;;;;;;;;;
2021-35304;;;;;;;;;;;;;;
2021-35329;;;;;;;;;;;;;;
2021-35521;;;;;;;;;;;;;;
2022-15068;;;;;;;;;;;;;;
2022-15239;;;;;;;;;;;;;;
2022-15294;;;;;;;;;;;;;;
2022-15490;;;;;;;;;;;;;;
2023-02037;;;;;;;;;;;;;;
2023-02324;;;;;;;;;;;;;;
2018-00047;56.0;25.0;56.5;-111.0;6.0;29.1;;;;;;;56.432361111111106;-110.89191666666667
2018-00048;56.0;25.0;56.5;-111.0;6.0;29.1;;;;;;;56.432361111111106;-110.89191666666667
2018-00068;56.0;25.0;55.5;-111.0;6.0;27.9;;;;;;;56.43208333333333;-110.89225
2018-00332;56.0;26.0;18.3;-111.0;20.0;12.8;;;;;;;56.43841666666666;-110.66311111111112
2018-00379;56.0;38.0;6.0;-111.0;9.0;5.7;;;;;;;56.635;-110.84841666666667
2018-00612;56.0;26.0;18.2;-111.0;20.0;13.2;;;;;;;56.43838888888889;-110.66300000000001
2018-00758;56.0;26.0;17.2;-111.0;20.0;16.2;;;;;;;56.438111111111105;-110.66216666666668
2018-01293;;;;;;;;;;;;;;
2018-01294;;;;;;;;;;;;;;
2018-01689;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-01809;55.0;22.0;19.0;-111.0;9.0;7.0;;;;;;;55.371944444444445;-110.84805555555555
2018-02450;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02788;;;;;;;11.0;418241.0;6290889.0;32611.0;;;56.754792086394204;-118.33714093748425
2018-02792;;;;;;;11.0;416579.52;6294690.48;32611.0;;;56.78863993409957;-118.365544548994
2018-02860;;;;;;;11.0;416135.58;6295571.98;32611.0;;;56.79647713821096;-118.37309852461736
2018-03073;;;;;;;11.0;417020.15;6294322.98;32611.0;;;56.78541803524056;-118.35821470302287
2018-03095;;;;;;;11.0;417556.31;6295799.98;32611.0;;;56.79877861931628;-118.34991810885316
2018-03100;;;;;;;11.0;416981.12;6297975.99;32611.0;;;56.818219658663274;-118.36004083571716
2018-03110;;;;;;;11.0;418788.2;6295987.64;32611.0;;;56.80068059082856;-118.32981323778017
2018-03117;;;;;;;11.0;416822.37;6295197.48;32611.0;;;56.7932368656984;-118.36173552165299
2018-03144;;;;;;;11.0;414597.55;6291027.97;32611.0;;;56.755387170111725;-118.39675503034019
2018-04626;55.0;6.0;38.12;-118.0;45.0;38.68;;;;;;;55.11058888888889;-117.23925555555556
2018-04965;54.0;33.0;44.0;-111.0;15.0;5.0;;;;;;;54.56222222222222;-110.74861111111112
2018-05604;55.0;6.0;35.83;118.0;45.0;40.43;;;;;;;55.10995277777778;118.76123055555556
2021-35157;;;;;;;;;;;;;;
2021-35334;;;;;;;;;;;;;;
2021-35371;;;;;;;;;;;;;;
2021-35522;;;;;;;;;;;;;;
2022-15279;;;;;;;;;;;;;;
2022-15571;;;;;;;;;;;;;;
2018-03838;;;;;;;11.0;415973.17;6291824.75;32611.0;;;56.76279316352707;-118.37452562734629
2018-03839;;;;;;;11.0;413454.5;6291764.5;32611.0;;;56.761791270341696;-118.41569206049756
2018-03840;;;;;;;11.0;413454.5;6291764.5;32611.0;;;56.761791270341696;-118.41569206049756
2018-03841;;;;;;;11.0;419071.17;6295705.92;32611.0;;;56.798199638806025;-118.32509185561956
2018-03842;;;;;;;11.0;413454.5;6291764.5;32611.0;;;56.761791270341696;-118.41569206049756
2018-05514;;;;;;;;;;;;;;
2018-01608;55.0;22.0;22.0;-111.0;10.0;23.0;;;;;;;55.37277777777778;-110.82694444444444
2018-02937;;;;;;;11.0;417477.0;6295571.0;32611.0;;;56.796708033439074;-118.35114233624287
2018-04504;54.0;34.0;58.0;-110.0;28.0;30.0;;;;;;;54.58277777777778;-109.52499999999999
2018-04550;54.0;34.0;58.0;-110.0;28.0;30.0;;;;;;;54.58277777777778;-109.52499999999999
2018-04966;54.0;32.0;30.0;-111.0;14.0;21.0;;;;;;;54.541666666666664;-110.76083333333334
2021-35437;;;;;;;;;;;;;;
2021-35462;;;;;;;;;;;;;;
2022-15104;;;;;;;;;;;;;;
2018-03843;;;;;;;11.0;417044.78;6290257.1;32611.0;;;56.74890551852719;-118.35649394945439
2018-03844;;;;;;;;;;;;;;
2018-00337;56.0;26.0;18.3;-111.0;20.0;12.8;;;;;;;56.43841666666666;-110.66311111111112
2018-00404;56.0;38.0;58.1;-111.0;18.0;49.6;;;;;;;56.64947222222222;-110.68622222222223
2018-00981;56.0;22.0;15.3;-111.0;0.0;36.6;;;;;;;56.370916666666666;-110.98983333333334
2018-01630;55.0;22.0;22.0;-111.0;10.0;26.0;;;;;;;55.37277777777778;-110.8261111111111
2018-01923;55.0;22.0;19.0;-111.0;9.0;7.0;;;;;;;55.371944444444445;-110.84805555555555
2018-01946;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-02190;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02409;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02527;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02675;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02986;;;;;;;11.0;416793.8;6297936.99;32611.0;;;56.817835924814084;-118.36309586614607
2018-03845;;;;;;;11.0;418942.92;6290567.42;32611.0;;;56.75202637469934;-118.32556302107568
2018-03846;;;;;;;11.0;419186.75;6290137.25;32611.0;;;56.74820513592124;-118.321441095096
2018-03847;;;;;;;11.0;417063.0;6290604.93;32611.0;;;56.75203273522063;-118.35630869264486
2018-03848;;;;;;;11.0;418860.37;6290357.3;32611.0;;;56.75012483980021;-118.32684604876113
2018-03849;;;;;;;11.0;419135.34;6290393.13;32611.0;;;56.750494401205756;-118.32236223401448
2018-03850;;;;;;;11.0;417286.94;6298120.92;32611.0;;;56.81957578534657;-118.35507938131515
2018-03851;;;;;;;11.0;417686.71;6300505.53;32611.0;;;56.84106345888464;-118.34930205703061
2018-03852;;;;;;;11.0;418732.27;6290375.13;32611.0;;;56.75026267545513;-118.32894583702769
2018-03853;;;;;;;;;;;;;;
2018-04683;55.0;6.0;35.62;-118.0;45.0;41.22;;;;;;;55.10989444444444;-117.23855
2018-05132;54.0;56.0;57.0;-111.0;37.0;32.0;;;;;;;54.94916666666666;-110.37444444444445
2018-05416;;;;;;;;;;;;;;
2018-05554;55.0;6.0;37.81;118.0;45.0;40.67;;;;;;;55.11050277777778;118.76129722222223
2021-35190;;;;;;;;;;;;;;
2021-35255;;;;;;;;;;;;;;
2021-35369;;;;;;;;;;;;;;
2022-15019;;;;;;;;;;;;;;
2023-02071;;;;;;;;;;;;;;
2023-02325;;;;;;;;;;;;;;
2018-00016;56.0;25.0;56.9;-111.0;6.0;29.3;;;;;;;56.432472222222216;-110.89186111111111
2018-00198;56.0;22.0;15.3;-111.0;0.0;36.6;;;;;;;56.370916666666666;-110.98983333333334
