id;deglat;minlat;seclat;deglong;minlong;seclong;utmzone;utmeast;utmnorth;utmsrid;decimlat;decimlong;lat_decimal;lon_decimal
2018-02015;;;;;;;12.0;329400.26;5931229.67;32612.0;;;53.50230609545536;-113.5722791075265
2018-04929;55.0;41.0;57.0;-113.0;36.0;59.0;;;;;;;55.69916666666666;-112.38361111111112
2018-00220;56.0;22.0;15.9;-111.0;0.0;36.4;;;;;;;56.37108333333333;-110.98988888888888
2018-00245;56.0;26.0;0.6;-111.0;3.0;57.5;;;;;;;56.433499999999995;-110.93402777777779
2018-00426;56.0;21.0;59.9;-111.0;35.0;5.2;;;;;;;56.36663888888889;-110.41522222222223
2018-00546;56.0;22.0;15.3;-111.0;0.0;36.6;;;;;;;56.370916666666666;-110.98983333333334
2018-01046;56.0;26.0;0.6;-111.0;3.0;57.5;;;;;;;56.433499999999995;-110.93402777777779
2018-01735;55.0;22.0;39.0;-111.0;10.0;5.0;;;;;;;55.3775;-110.83194444444445
2018-01749;55.0;22.0;39.0;-111.0;10.0;5.0;;;;;;;55.3775;-110.83194444444445
2018-01895;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-04831;55.0;6.0;38.53;-118.0;45.0;40.02;;;;;;;55.11070277777778;-117.23888333333333
2018-05061;54.0;58.0;54.0;-112.0;0.0;13.0;;;;;;;54.98166666666667;-111.99638888888889
2018-05578;55.0;6.0;37.97;118.0;45.0;39.5;;;;;;;55.11054722222222;118.76097222222222
2021-35187;;;;;;;;;;;;;;
2021-35608;;;;;;;;;;;;;;
2022-15464;;;;;;;;;;;;;;
2023-02309;;;;;;;;;;;;;;
2018-00006;56.0;26.0;9.9;-111.0;12.0;23.0;;;;;;;56.43608333333333;-110.7936111111111
2018-00061;56.0;25.0;56.5;-111.0;6.0;29.1;;;;;;;56.432361111111106;-110.89191666666667
2018-00070;56.0;25.0;55.5;-111.0;6.0;27.9;;;;;;;56.43208333333333;-110.89225
2018-00305;56.0;26.0;0.5;-111.0;3.0;54.4;;;;;;;56.43347222222222;-110.93488888888889
2018-01273;;;;;;;;;;;;;;
2018-01277;;;;;;;;;;;;;;
2018-01590;55.0;22.0;22.0;-111.0;10.0;23.0;;;;;;;55.37277777777778;-110.82694444444444
2018-01704;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-02156;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02477;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02503;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02511;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02540;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02593;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02624;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02626;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-03075;;;;;;;11.0;417136.0;6296758.0;32611.0;;;56.80730821556283;-118.35710887560829
2018-03573;;;;;;;11.0;416688.0;6290321.5;32611.0;;;56.74942032336528;-118.36234713211078
2018-03574;;;;;;;11.0;413539.5;6290588.43;32611.0;;;56.751244636068854;-118.41390513838935
2018-03575;;;;;;;11.0;418366.83;6290443.42;32611.0;;;56.750812196162826;-118.33494168578417
2018-03576;;;;;;;11.0;414405.56;6290489.06;32611.0;;;56.75051192946678;-118.39971391184834
2018-03577;;;;;;;11.0;414272.68;6290937.97;32611.0;;;56.75451925455492;-118.40203635246846
2018-03578;;;;;;;11.0;419144.99;6296410.15;32611.0;;;56.80453741993353;-118.32410647963339
2018-04645;55.0;6.0;38.12;-118.0;45.0;38.68;;;;;;;55.11058888888889;-117.23925555555556
2018-04930;55.0;41.0;9.0;-113.0;31.0;19.0;;;;;;;55.68583333333333;-112.47805555555556
2018-05379;;;;;;;;;;;;;;
2018-05543;55.0;6.0;37.81;118.0;45.0;40.67;;;;;;;55.11050277777778;118.76129722222223
2021-35060;;;;;;;;;;;;;;
2021-35224;;;;;;;;;;;;;;
2021-35265;;;;;;;;;;;;;;
2021-35503;;;;;;;;;;;;;;
2022-15063;;;;;;;;;;;;;;
2022-15235;;;;;;;;;;;;;;
2022-15293;;;;;;;;;;;;;;
2022-15465;;;;;;;;;;;;;;
2023-02090;;;;;;;;;;;;;;
2023-02310;;;;;;;;;;;;;;
2018-03000;;;;;;;11.0;416080.0;6295761.0;32611.0;;;56.79816474922428;-118.37407032435465
2018-03579;;;;;;;11.0;416051.5;6295675.5;32611.0;;;56.79739171882129;-118.37450872144899
2018-04931;55.0;41.0;14.0;-113.0;27.0;56.0;;;;;;;55.68722222222222;-112.53444444444445
2018-00051;56.0;26.0;10.7;-111.0;12.0;23.3;;;;;;;56.43630555555555;-110.79352777777777
2018-00065;56.0;25.0;56.5;-111.0;6.0;29.1;;;;;;;56.432361111111106;-110.89191666666667
2018-00341;56.0;26.0;17.2;-111.0;20.0;16.2;;;;;;;56.438111111111105;-110.66216666666668
2018-00631;56.0;22.0;1.3;-111.0;35.0;3.2;;;;;;;56.36702777777778;-110.41577777777778
2018-00802;56.0;38.0;58.1;-111.0;18.0;49.6;;;;;;;56.64947222222222;-110.68622222222223
2018-00943;56.0;31.0;44.9;-111.0;18.0;44.6;;;;;;;56.52913888888889;-110.68761111111111
2018-01591;55.0;22.0;22.0;-111.0;10.0;23.0;;;;;;;55.37277777777778;-110.82694444444444
2018-01703;55.0;22.0;19.0;-111.0;9.0;4.0;;;;;;;55.371944444444445;-110.84888888888888
2018-01760;55.0;22.0;14.0;-111.0;10.0;33.0;;;;;;;55.370555555555555;-110.82416666666666
2018-01974;55.0;22.0;22.0;-111.0;10.0;23.0;;;;;;;55.37277777777778;-110.82694444444444
2018-02756;;;;;;;11.0;413250.83;6290417.97;32611.0;;;56.74966011398826;-118.41856646775277
2018-02781;;;;;;;11.0;416226.0;6295828.0;32611.0;;;56.79879278490288;-118.37170253314895
2018-02878;;;;;;;11.0;415389.0;6290260.0;32611.0;;;56.74863413788318;-118.3835615665437
2018-03580;;;;;;;11.0;419167.33;6296457.75;32611.0;;;56.80496881357788;-118.32375581253423
2018-03581;;;;;;;11.0;419184.58;6290419.33;32611.0;;;56.750738250250045;-118.32156552928201
2018-03582;;;;;;;11.0;417403.67;6298143.25;32611.0;;;56.819797077778674;-118.3531748414898
2018-03583;;;;;;;11.0;416654.33;6294663.08;32611.0;;;56.78840724206023;-118.36431141237283
2018-03584;;;;;;;11.0;416387.45;6294736.58;32611.0;;;56.7890195252467;-118.36870268723608
2018-03585;;;;;;;11.0;418231.1;6296516.99;32611.0;;;56.80533732750896;-118.33910222907292
2018-03586;;;;;;;11.0;415077.15;6290941.97;32611.0;;;56.75470237730499;-118.38888529198408
2018-04639;55.0;6.0;37.97;-118.0;45.0;39.5;;;;;;;55.11054722222222;-117.23902777777778
2018-04932;55.0;30.0;23.0;-113.0;25.0;19.0;;;;;;;55.506388888888885;-112.57805555555555
2018-05110;54.0;55.0;20.0;-111.0;27.0;31.0;;;;;;;54.92222222222222;-110.54138888888889
2018-05380;;;;;;;;;;;;;;
2018-05573;55.0;6.0;37.97;118.0;45.0;39.5;;;;;;;55.11054722222222;118.76097222222222
2021-35439;;;;;;;;;;;;;;
2021-35505;;;;;;;;;;;;;;
2022-15075;;;;;;;;;;;;;;
2022-15273;;;;;;;;;;;;;;
2022-15321;;;;;;;;;;;;;;
2023-02311;;;;;;;;;;;;;;
2018-00439;56.0;22.0;1.3;-111.0;35.0;3.2;;;;;;;56.36702777777778;-110.41577777777778
2018-00808;56.0;22.0;17.8;-111.0;0.0;37.2;;;;;;;56.371611111111115;-110.98966666666666
2018-01802;55.0;22.0;19.0;-111.0;9.0;7.0;;;;;;;55.371944444444445;-110.84805555555555
2018-04002;;;;;;;;;;;;;;
2018-04793;55.0;22.0;34.0;-111.0;10.0;23.0;;;;;;;55.376111111111115;-110.82694444444444
2018-04862;55.0;6.0;37.47;-118.0;45.0;40.16;;;;;;;55.11040833333333;-117.23884444444444
2018-04933;55.0;25.0;48.0;-112.0;30.0;42.0;;;;;;;55.43;-111.48833333333333
2018-05111;54.0;57.0;38.0;-112.0;0.0;30.0;;;;;;;54.96055555555556;-111.99166666666666
2018-05591;55.0;6.0;34.07;118.0;45.0;41.07;;;;;;;55.10946388888889;118.76140833333334
2021-35317;;;;;;;;;;;;;;
2021-35504;;;;;;;;;;;;;;
2022-15082;;;;;;;;;;;;;;
2022-15240;;;;;;;;;;;;;;
2022-15322;;;;;;;;;;;;;;
2023-02105;;;;;;;;;;;;;;
2023-02312;;;;;;;;;;;;;;
2018-05513;;;;;;;;;;;;;;
2018-01263;;;;;;;;;;;;;;
2018-01288;;;;;;;;;;;;;;
2018-02213;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02284;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02404;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02439;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02486;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02617;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02635;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02678;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02803;;;;;;;11.0;417151.97;6290424.47;32611.0;;;56.75042777709003;-118.3547958338121
2018-02899;;;;;;;11.0;418548.26;6290680.26;32611.0;;;56.752971076453;-118.33205097664812
2018-02903;;;;;;;11.0;418281.63;6299122.49;32611.0;;;56.828746978773836;-118.3391095032581
2018-02929;;;;;;;11.0;418929.81;6299418.49;32611.0;;;56.831518904874386;-118.32858523907173
2018-02975;;;;;;;11.0;418048.59;6292390.47;32611.0;;;56.7682435744108;-118.34076732128467
2018-03026;;;;;;;11.0;418048.59;6292390.47;32611.0;;;56.7682435744108;-118.34076732128467
2018-03587;;;;;;;11.0;416873.67;6290332.28;32611.0;;;56.74955027012726;-118.35931545731908
2018-03588;;;;;;;11.0;417063.0;6290604.93;32611.0;;;56.75203273522063;-118.35630869264486
2018-03589;;;;;;;11.0;416731.25;6292891.5;32611.0;;;56.77250997406932;-118.3624758605979
2018-03590;;;;;;;11.0;416018.81;6298744.99;32611.0;;;56.82495343874261;-118.37605377000266
2018-03591;;;;;;;11.0;416894.43;6290270.18;32611.0;;;56.74899622948118;-118.35895595002592
2018-03592;;;;;;;11.0;418156.7;6292558.19;32611.0;;;56.76976892614702;-118.33905276913055
2018-03593;;;;;;;11.0;415930.87;6291774.11;32611.0;;;56.76233072700098;-118.3752007246647
2018-03594;;;;;;;11.0;416389.32;6298810.49;32611.0;;;56.825608462478876;-118.37000631579225
2018-03595;;;;;;;11.0;417854.01;6299423.06;32611.0;;;56.8313711301315;-118.34621153163832
2018-03596;;;;;;;;;;;;;;
2018-03597;;;;;;;;;;;;;;
2018-04468;54.0;34.0;58.0;-110.0;28.0;30.0;;;;;;;54.58277777777778;-109.52499999999999
2018-04476;54.0;34.0;59.0;-110.0;28.0;15.0;;;;;;;54.58305555555556;-109.52916666666667
2018-04616;54.0;34.0;58.0;-110.0;28.0;30.0;;;;;;;54.58277777777778;-109.52499999999999
2018-04934;54.0;57.0;51.0;-112.0;54.0;19.0;;;;;;;54.96416666666667;-111.09472222222222
2018-05112;54.0;51.0;51.0;-111.0;30.0;37.0;;;;;;;54.86416666666667;-110.48972222222223
2018-05194;;;;;;;;;;;;;;
2018-05381;;;;;;;;;;;;;;
2021-35460;;;;;;;;;;;;;;
2022-15069;;;;;;;;;;;;;;
2023-02096;;;;;;;;;;;;;;
2023-02429;;;;;;;;;;;;;;
2023-02430;;;;;;;;;;;;;;
2018-02063;;;;;;;12.0;329400.26;5931229.67;32612.0;;;53.50230609545536;-113.5722791075265
2018-02084;;;;;;;12.0;335050.38;5935153.58;32612.0;;;53.539345445972906;-113.48924308057451
2018-05193;;;;;;;;;;;;;;
2018-05217;;;;;;;;;;;;;;
2018-05230;;;;;;;;;;;;;;
2018-05257;;;;;;;;;;;;;;
2018-05512;;;;;;;;;;;;;;
2018-00775;56.0;22.0;1.3;-111.0;35.0;3.2;;;;;;;56.36702777777778;-110.41577777777778
2018-00845;56.0;23.0;20.9;-111.0;2.0;10.5;;;;;;;56.38913888888889;-110.96375
2018-01098;56.0;22.0;1.4;-111.0;35.0;2.7;;;;;;;56.36705555555556;-110.41591666666667
2018-02302;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02307;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02395;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02582;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02726;;;;;;;11.0;414104.0;6291407.0;32611.0;;;56.75870063797653;-118.4049513999732
2018-02795;;;;;;;11.0;413571.14;6291085.47;32611.0;;;56.755714471596356;-118.41355558710045
2018-03598;;;;;;;11.0;414405.56;6290489.06;32611.0;;;56.75051192946678;-118.39971391184834
2018-03599;;;;;;;11.0;418948.5;6296710.42;32611.0;;;56.80720007669699;-118.32741860386842
2018-03600;;;;;;;11.0;417763.67;6299235.08;32611.0;;;56.82966686600346;-118.34763091905195
2018-03601;;;;;;;11.0;418143.5;6292912.63;32611.0;;;56.77294996243801;-118.33938205200026
2018-03602;;;;;;;11.0;416873.67;6290332.28;32611.0;;;56.74955027012726;-118.35931545731908
2018-03603;;;;;;;11.0;414927.08;6293151.17;32611.0;;;56.774516241013785;-118.39207296628626
2018-03604;;;;;;;;;;;;;;
2018-03605;;;;;;;11.0;414890.05;6290610.88;32611.0;;;56.75169468304685;-118.39183423611442
2018-03606;;;;;;;11.0;418045.47;6299471.57;32611.0;;;56.831840597290885;-118.34309045402505
2018-03607;;;;;;;;;;;;;;
2018-04551;54.0;34.0;58.0;-110.0;28.0;30.0;;;;;;;54.58277777777778;-109.52499999999999
2018-04557;54.0;34.0;58.0;-110.0;28.0;30.0;;;;;;;54.58277777777778;-109.52499999999999
2018-04861;55.0;6.0;37.47;-118.0;45.0;40.16;;;;;;;55.11040833333333;-117.23884444444444
2018-04935;55.0;3.0;4.0;-113.0;1.0;4.0;;;;;;;55.051111111111105;-112.98222222222222
2021-35398;;;;;;;;;;;;;;
2022-15241;;;;;;;;;;;;;;
2022-15423;;;;;;;;;;;;;;
2023-02110;;;;;;;;;;;;;;
2023-02313;;;;;;;;;;;;;;
2018-02786;;;;;;;11.0;414177.0;6291365.0;32611.0;;;56.75833687300506;-118.4037437126265
2018-03114;;;;;;;11.0;416365.05;6297945.99;32611.0;;;56.817839871963464;-118.37012038888724
2018-03125;;;;;;;11.0;414079.0;6291233.0;32611.0;;;56.75713331409836;-118.40530179738677
2018-03608;;;;;;;11.0;416873.67;6290332.28;32611.0;;;56.74955027012726;-118.35931545731908
2018-03609;;;;;;;11.0;419071.17;6295705.92;32611.0;;;56.798199638806025;-118.32509185561956
2018-03610;;;;;;;11.0;418948.5;6296710.42;32611.0;;;56.80720007669699;-118.32741860386842
2018-03611;;;;;;;11.0;416908.29;6290381.18;32611.0;;;56.749995625746116;-118.3587653740537
2018-03612;;;;;;;11.0;413473.61;6291107.97;32611.0;;;56.75589845901192;-118.41515775269492
2018-03613;;;;;;;11.0;416595.79;6290443.85;32611.0;;;56.75050270589712;-118.36389432213197
2018-03614;;;;;;;11.0;418253.22;6292849.82;32611.0;;;56.77240510318108;-118.33756723946111
2018-03615;;;;;;;;;;;;;;
2018-05223;;;;;;;;;;;;;;
2018-05226;;;;;;;;;;;;;;
2018-05265;;;;;;;;;;;;;;
2018-05382;;;;;;;;;;;;;;
2021-35040;55.0;6.0;38.53;118.0;45.0;40.02;;;;;;;55.11070277777778;118.76111666666667
2021-35151;;;;;;;;;;;;;;
2021-35401;;;;;;;;;;;;;;
2023-02031;;;;;;;;;;;;;;
2018-02403;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02677;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-03616;;;;;;;11.0;413454.5;6291764.5;32611.0;;;56.761791270341696;-118.41569206049756
2018-03617;;;;;;;11.0;418942.92;6290567.42;32611.0;;;56.75202637469934;-118.32556302107568
2018-03618;;;;;;;11.0;418942.92;6290567.42;32611.0;;;56.75202637469934;-118.32556302107568
2018-05113;54.0;51.0;51.0;-111.0;30.0;37.0;;;;;;;54.86416666666667;-110.48972222222223
2018-00590;56.0;23.0;21.0;-111.0;2.0;10.4;;;;;;;56.38916666666667;-110.96377777777778
2018-02321;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-03619;;;;;;;11.0;416688.83;6295087.17;32611.0;;;56.79222227131602;-118.36388509492137
2022-15140;;;;;;;;;;;;;;
2018-02894;;;;;;;11.0;413424.67;6291245.97;32611.0;;;56.75712876638928;-118.4160045447588
2018-04936;55.0;18.0;56.0;-113.0;16.0;9.0;;;;;;;55.315555555555555;-112.73083333333334
2022-15113;;;;;;;;;;;;;;
2018-02017;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2018-02390;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-03620;;;;;;;11.0;417567.61;6294428.0;32611.0;;;56.78645846274869;-118.34929056364199
2018-03621;;;;;;;11.0;417832.48;6290135.72;32611.0;;;56.747954790401266;-118.34357849675989
2018-05196;;;;;;;;;;;;;;
2018-05324;;;;;;;;;;;;;;
2021-35258;;;;;;;;;;;;;;
2018-00791;56.0;38.0;58.4;-111.0;18.0;50.7;;;;;;;56.64955555555556;-110.68591666666667
2018-01072;56.0;22.0;15.9;-111.0;0.0;36.4;;;;;;;56.37108333333333;-110.98988888888888
2018-02125;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2018-05383;;;;;;;;;;;;;;
2022-15204;;;;;;;;;;;;;;
2018-02006;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2018-02007;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2018-02012;;;;;;;12.0;334937.47;5936368.23;32612.0;;;53.55021766269064;-113.49158610402692
2018-02014;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2018-02018;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2018-02036;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2018-02048;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2018-02051;;;;;;;12.0;330515.54;5932079.44;32612.0;;;53.51029728443586;-113.55594080037696
2018-02104;;;;;;;12.0;330696.36;5932197.15;32612.0;;;53.51141252907445;-113.55328045815122
2021-35506;;;;;;;;;;;;;;
2018-00526;56.0;38.0;58.4;-111.0;18.0;50.7;;;;;;;56.64955555555556;-110.68591666666667
2018-00549;56.0;22.0;15.3;-111.0;0.0;36.6;;;;;;;56.370916666666666;-110.98983333333334
2018-02324;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-03622;;;;;;;11.0;417126.83;6294565.25;32611.0;;;56.78761292280243;-118.35654765863198
2018-03623;;;;;;;11.0;416362.25;6294363.0;32611.0;;;56.785659792233965;-118.36899283599142
2018-03624;;;;;;;11.0;413267.83;6290484.83;32611.0;;;56.75026375168736;-118.41831120206305
2018-04937;55.0;14.0;11.0;-113.0;25.0;35.0;;;;;;;55.23638888888889;-112.5736111111111
2018-05384;;;;;;;;;;;;;;
2021-35021;55.0;6.0;37.81;118.0;45.0;40.67;;;;;;;55.11050277777778;118.76129722222223
2022-15011;;;;;;;;;;;;;;
2018-03625;;;;;;;11.0;414471.71;6290853.93;32611.0;;;56.753801024022394;-118.39875433804087
2018-03626;;;;;;;11.0;418942.92;6290567.42;32611.0;;;56.75202637469934;-118.32556302107568
2018-03627;;;;;;;11.0;418942.92;6290567.42;32611.0;;;56.75202637469934;-118.32556302107568
2018-03628;;;;;;;11.0;415973.17;6291824.75;32611.0;;;56.76279316352707;-118.37452562734629
2018-03629;;;;;;;11.0;415472.07;6290788.97;32611.0;;;56.75340000248259;-118.38237815675168
2018-03630;;;;;;;;;;;;;;
2022-15196;;;;;;;;;;;;;;
2018-04008;;;;;;;;;;;;;;
2018-04014;;;;;;;11.0;417059.63;6290632.68;32611.0;;;56.75228136776538;-118.35637276973306
2018-05062;55.0;41.0;28.0;-113.0;23.0;52.0;;;;;;;55.691111111111105;-112.60222222222221
2018-01919;55.0;22.0;34.0;-111.0;10.0;23.0;;;;;;;55.376111111111115;-110.82694444444444
2018-04860;55.0;6.0;37.81;-118.0;45.0;40.67;;;;;;;55.11050277777778;-117.23870277777777
2018-04918;54.0;56.0;30.0;-111.0;35.0;41.0;;;;;;;54.94166666666666;-110.40527777777778
2018-05102;55.0;28.0;10.0;-113.0;26.0;25.0;;;;;;;55.46944444444445;-112.55972222222222
2021-35264;;;;;;;;;;;;;;
2021-35496;;;;;;;;;;;;;;
2018-03049;;;;;;;11.0;416471.0;6294598.0;32611.0;;;56.787789898487;-118.36729016415447
2021-35119;;;;;;;;;;;;;;
2022-15466;;;;;;;;;;;;;;
2023-02314;;;;;;;;;;;;;;
2018-01274;;;;;;;;;;;;;;
2018-01275;;;;;;;;;;;;;;
2018-01276;;;;;;;;;;;;;;
2018-01626;55.0;22.0;27.0;-111.0;10.0;13.0;;;;;;;55.37416666666667;-110.82972222222222
2018-02310;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-03631;;;;;;;11.0;414405.56;6290489.06;32611.0;;;56.75051192946678;-118.39971391184834
2018-03632;;;;;;;11.0;414282.75;6291003.17;32611.0;;;56.7551066768525;-118.40189353464586
2018-03633;;;;;;;11.0;414765.07;6290081.5;32611.0;;;56.74691739490034;-118.39370131371416
2018-03634;;;;;;;11.0;414927.08;6293151.17;32611.0;;;56.774516241013785;-118.39207296628626
2018-00263;56.0;22.0;15.3;-111.0;0.0;36.6;;;;;;;56.370916666666666;-110.98983333333334
2018-00323;56.0;26.0;0.5;-111.0;3.0;54.4;;;;;;;56.43347222222222;-110.93488888888889
2018-04938;54.0;38.0;47.0;-111.0;17.0;26.0;;;;;;;54.646388888888886;-110.70944444444444
2021-35368;;;;;;;;;;;;;;
2023-02133;;;;;;;;;;;;;;
2018-02603;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02607;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02610;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02614;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02645;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02647;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02654;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-00324;56.0;26.0;0.5;-111.0;3.0;54.4;;;;;;;56.43347222222222;-110.93488888888889
2018-00561;56.0;22.0;15.3;-111.0;0.0;36.6;;;;;;;56.370916666666666;-110.98983333333334
2018-00756;56.0;26.0;9.9;-111.0;12.0;23.0;;;;;;;56.43608333333333;-110.7936111111111
2018-00871;56.0;23.0;55.7;-111.0;35.0;2.9;;;;;;;56.398805555555555;-110.41586111111111
2018-00877;56.0;23.0;54.6;-111.0;35.0;3.5;;;;;;;56.3985;-110.41569444444445
2018-00989;56.0;23.0;20.9;-111.0;2.0;10.5;;;;;;;56.38913888888889;-110.96375
2018-01031;56.0;26.0;10.7;-111.0;12.0;23.3;;;;;;;56.43630555555555;-110.79352777777777
2018-01607;55.0;22.0;22.0;-111.0;10.0;23.0;;;;;;;55.37277777777778;-110.82694444444444
2018-01951;55.0;22.0;34.0;-111.0;10.0;23.0;;;;;;;55.376111111111115;-110.82694444444444
2018-02408;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02461;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02465;53.0;57.0;25.38;-114.0;7.0;27.42;11.0;688669.8139;5982572.7665;32611.0;;;53.95704999755917;-114.12430999969686
2018-02840;;;;;;;11.0;416908.18;6297977.99;32611.0;;;56.8182245985377;-118.36123603039366
2018-02938;;;;;;;11.0;415100.0;6290577.0;32611.0;;;56.75142866701986;-118.38839076407118
2018-02942;;;;;;;11.0;416981.12;6297975.99;32611.0;;;56.818219658663274;-118.36004083571716
2018-03021;;;;;;;11.0;418220.16;6292849.69;32611.0;;;56.77239813502416;-118.33810796913589
2018-03023;;;;;;;11.0;418688.01;6296559.48;32611.0;;;56.80579899380278;-118.33163539465554
2018-03025;;;;;;;11.0;415389.0;6290260.0;32611.0;;;56.74863413788318;-118.3835615665437
2018-03118;;;;;;;11.0;413158.0;6290052.0;32611.0;;;56.74635602846152;-118.41995993027297
2018-03155;;;;;;;11.0;414242.48;6291099.47;32611.0;;;56.755964157371906;-118.40258416168597
2018-03159;;;;;;;11.0;416981.12;6297975.99;32611.0;;;56.818219658663274;-118.36004083571716
2018-03635;;;;;;;11.0;416654.33;6294663.08;32611.0;;;56.78840724206023;-118.36431141237283
