id;deglat;minlat;seclat;deglong;minlong;seclong;utmzone;utmeast;utmnorth;utmsrid;decimlat;decimlong
2018-05362;;;;;;;;;;;;
2018-05606;55;6;35.83;118;45;40.43;;;;;;
2021-35163;;;;;;;;;;;;
2021-35392;;;;;;;;;;;;
2021-35493;;;;;;;;;;;;
2022-15218;;;;;;;;;;;;
2022-15308;;;;;;;;;;;;
2022-15443;;;;;;;;;;;;
2023-02027;;;;;;;;;;;;
2023-02296;;;;;;;;;;;;
2018-00664;56;31;44.9;-111;18;44.6;;;;;;
2018-04879;;;;;;;11;417083.833333333;6296688;32611;;
2021-35038;55;6;35.05;118;45;38.05;;;;;;
2021-35494;;;;;;;;;;;;
2018-04916;54;40;5;-110;58;19;;;;;;
2021-35469;;;;;;;;;;;;
2022-15444;;;;;;;;;;;;
2018-00181;56;26;10.7;-111;12;23.3;;;;;;
2018-00746;56;25;56.9;-111;6;29.3;;;;;;
2018-00761;56;26;9.9;-111;12;23;;;;;;
2018-00771;56;22;1.3;-111;35;3.2;;;;;;
2018-00935;56;25;56.9;-111;6;29.3;;;;;;
2018-02008;;;;;;;12;334964.74;5935211.25;32612;;
2018-02813;;;;;;;11;416160;6295763;32611;;
2018-02816;;;;;;;11;419255.5;6290336.97;32611;;
2018-02912;;;;;;;11;416118;6295769;32611;;
2018-02997;;;;;;;11;414681.67;6290478.47;32611;;
2018-03060;;;;;;;11;417075;6296761;32611;;
2018-03064;;;;;;;11;417601.71;6294397.63;32611;;
2018-03121;;;;;;;11;415100;6290577;32611;;
2018-03747;;;;;;;11;414483.83;6291111.5;32611;;
2018-03748;;;;;;;11;414603.17;6293269.33;32611;;
2018-03749;;;;;;;11;416051.5;6295675.5;32611;;
2018-03750;;;;;;;11;414405.56;6290489.06;32611;;
2018-03751;;;;;;;11;417567.61;6294428;32611;;
2018-04010;;;;;;;;;;;;
2018-04012;;;;;;;;;;;;
2018-04013;;;;;;;;;;;;
2018-04681;55;6;34.07;-118;45;41.07;;;;;;
2018-04914;55;3;29;-113;1;58;;;;;;
2018-05208;;;;;;;;;;;;
2018-05210;;;;;;;;;;;;
2018-05254;;;;;;;;;;;;
2018-05363;;;;;;;;;;;;
2018-05590;55;6;34.07;118;45;41.07;;;;;;
2021-35105;;;;;;;;;;;;
2021-35233;;;;;;;;;;;;
2021-35324;;;;;;;;;;;;
2021-35495;;;;;;;;;;;;
2022-15006;;;;;;;;;;;;
2022-15216;;;;;;;;;;;;
2022-15315;;;;;;;;;;;;
2022-15445;;;;;;;;;;;;
2023-02028;;;;;;;;;;;;
2018-02058;;;;;;;12;329400.26;5931229.67;32612;;
2018-04917;54;52;52;-111;24;25;;;;;;
2018-00170;56;31;22.8;-111;16;12.8;;;;;;
2018-00175;56;26;9.9;-111;12;23;;;;;;
2018-03515;;;;;;;11;415128.6;6290947.97;32611;;
2018-00897;56;38;6;-111;9;5.7;;;;;;
2018-00924;56;23;54;-111;35;3.7;;;;;;
2018-00997;56;26;0.6;-111;3;57.5;;;;;;
2018-01069;56;22;15.3;-111;0;36.6;;;;;;
2018-02153;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02258;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02259;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02260;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02277;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-03516;;;;;;;11;416688;6290321.5;32611;;
2018-03517;;;;;;;11;417063;6290604.93;32611;;
2018-03518;;;;;;;11;414603.17;6293269.33;32611;;
2018-03519;;;;;;;11;417063;6290604.93;32611;;
2018-03521;;;;;;;11;413318.89;6290480.01;32611;;
2018-04559;54;34;58;-110;28;30;;;;;;
2018-04596;54;34;58;-110;28;30;;;;;;
2018-04797;55;22;39;-111;10;2;;;;;;
2018-04804;55;22;19;-111;9;4;;;;;;
2018-04815;55;22;5;-111;8;33;;;;;;
2018-05046;55;6;38.53;-118;45;40.02;;;;;;
2018-05059;54;51;51;-111;30;37;;;;;;
2018-05101;54;35;34;-111;2;25;;;;;;
2018-05328;;;;;;;;;;;;
2018-05364;;;;;;;;;;;;
2021-35036;55;6;35.88;118;45;35.01;;;;;;
2021-35197;;;;;;;;;;;;
2021-35465;;;;;;;;;;;;
2021-35471;;;;;;;;;;;;
2022-15144;;;;;;;;;;;;
2023-02003;;;;;;;;;;;;
2023-02149;;;;;;;;;;;;
2018-05365;;;;;;;;;;;;
2018-00212;56;22;15.3;-111;0;36.6;;;;;;
2018-00358;56;23;55.7;-111;35;2.9;;;;;;
2018-00606;56;26;18.3;-111;20;12.8;;;;;;
2018-00608;56;23;19.7;-111;2;10.8;;;;;;
2018-00725;56;24;49.3;-111;2;52.8;;;;;;
2018-01599;55;22;27;-111;10;13;;;;;;
2018-01667;55;22;32;-111;10;23;;;;;;
2018-01860;55;22;25;-111;10;28;;;;;;
2018-01885;55;22;25;-111;10;28;;;;;;
2018-01908;55;22;27;-111;10;13;;;;;;
2018-02038;;;;;;;12;329400.26;5931229.67;32612;;
2018-04384;54;34;59;-110;28;15;;;;;;
2018-04453;54;34;59;-110;28;15;;;;;;
2018-05366;;;;;;;;;;;;
2018-05593;55;6;35.01;118;45;40.65;;;;;;
2021-35138;;;;;;;;;;;;
2021-35402;;;;;;;;;;;;
2021-35455;;;;;;;;;;;;
2022-15007;;;;;;;;;;;;
2022-15446;;;;;;;;;;;;
2023-02297;;;;;;;;;;;;
2021-35153;;;;;;;;;;;;
2022-15121;;;;;;;;;;;;
2022-15447;;;;;;;;;;;;
2023-02298;;;;;;;;;;;;
2018-00454;56;35;59.9;-111;18;41.4;;;;;;
2018-02796;;;;;;;11;413571.14;6291085.47;32611;;
2018-02815;;;;;;;11;413473.6;6291107.97;32611;;
2018-02976;;;;;;;11;416203.24;6297777.99;32611;;
2018-03119;;;;;;;11;418869.72;6296678.98;32611;;
2018-03158;;;;;;;11;414534;6293283;32611;;
2018-03522;;;;;;;11;417403.67;6298143.25;32611;;
2018-05307;;;;;;;;;;;;
2018-05309;;;;;;;;;;;;
2018-05367;;;;;;;;;;;;
2021-35279;;;;;;;;;;;;
2021-35313;;;;;;;;;;;;
2023-02029;;;;;;;;;;;;
2018-03523;;;;;;;11;413810.92;6290509.92;32611;;
2018-03524;;;;;;;11;417642.67;6295852.33;32611;;
2018-03525;;;;;;;11;418948.5;6296710.42;32611;;
2018-03526;;;;;;;11;416840.99;6290451.29;32611;;
2021-35367;;;;;;;;;;;;
2018-03527;;;;;;;11;416695.08;6297896.08;32611;;
2018-03528;;;;;;;11;418948.5;6296710.42;32611;;
2018-03529;;;;;;;;;;;;
2022-15448;;;;;;;;;;;;
2018-01856;55;22;25;-111;10;28;;;;;;
2018-02026;;;;;;;12;329400.26;5931229.67;32612;;
2018-02126;;;;;;;12;334937.47;5936368.23;32612;;
2021-35498;;;;;;;;;;;;
2022-15088;;;;;;;;;;;;
2018-00557;56;22;17.8;-111;0;37.2;;;;;;
2018-00562;56;22;15.3;-111;0;36.6;;;;;;
2018-00796;56;38;5.5;-111;9;8;;;;;;
2018-00814;56;22;17.8;-111;0;37.2;;;;;;
2018-00859;56;23;55.7;-111;35;2.9;;;;;;
2018-01818;55;22;27;-111;10;16;;;;;;
2018-01966;55;22;14;-111;10;33;;;;;;
2018-03534;;;;;;;11;418948.5;6296710.42;32611;;
2018-04756;55;22;14;-111;10;36;;;;;;
2018-04919;55;41;13;-113;27;51;;;;;;
2021-35160;;;;;;;;;;;;
2021-35596;;;;;;;;;;;;
2022-15379;;;;;;;;;;;;
2022-15449;;;;;;;;;;;;
2023-02299;;;;;;;;;;;;
2018-04527;54;34;59;-110;28;15;;;;;;
2021-35073;;;;;;;;;;;;
2021-35399;;;;;;;;;;;;
2022-15055;;;;;;;;;;;;
2022-15450;;;;;;;;;;;;
2018-00118;56;31;22.8;-111;16;15.7;;;;;;
2018-00177;56;26;9.6;-111;12;22.3;;;;;;
2018-00182;56;26;10.7;-111;12;23.3;;;;;;
2018-00238;56;26;0.6;-111;3;57.5;;;;;;
2018-00331;56;26;18.3;-111;20;12.8;;;;;;
2018-00362;56;23;54;-111;35;3.7;;;;;;
2018-00512;56;23;55.7;-111;35;2.9;;;;;;
2018-01691;55;22;19;-111;9;4;;;;;;
2018-01710;55;22;19;-111;9;1;;;;;;
2018-01857;55;21;60;-111;10;1;;;;;;
2018-01942;55;22;19;-111;9;1;;;;;;
2018-02152;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02162;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02279;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02280;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02509;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02521;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02589;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02594;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02621;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02644;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02684;;;;;;;11;419054.93;6290247.97;32611;;
2018-03530;;;;;;;11;418366.83;6290443.42;32611;;
2018-03531;;;;;;;11;418808.06;6295997.63;32611;;
2018-03532;;;;;;;11;418366.83;6290443.42;32611;;
2018-04644;55;6;38.12;-118;45;38.68;;;;;;
2018-04920;55;41;28;-113;23;52;;;;;;
2018-05195;;;;;;;;;;;;
2018-05198;;;;;;;;;;;;
2018-05368;;;;;;;;;;;;
2018-05500;;;;;;;;;;;;
2018-05542;55;6;37.81;118;45;40.67;;;;;;
2021-35061;;;;;;;;;;;;
2021-35219;;;;;;;;;;;;
2021-35288;;;;;;;;;;;;
2021-35499;;;;;;;;;;;;
2022-15057;;;;;;;;;;;;
2022-15383;;;;;;;;;;;;
2022-15451;;;;;;;;;;;;
2023-02109;;;;;;;;;;;;
2023-02300;;;;;;;;;;;;
2018-03533;;;;;;;;;;;;
2021-35603;;;;;;;;;;;;
2018-00162;56;31;22.8;-111;16;15.7;;;;;;
2018-00211;56;22;15.3;-111;0;36.6;;;;;;
2018-00251;56;22;17.8;-111;0;37.2;;;;;;
2018-00555;56;22;15.9;-111;0;36.4;;;;;;
2018-00676;56;26;0.6;-111;3;57.5;;;;;;
2018-00719;56;24;49.3;-111;2;52.8;;;;;;
2018-01609;55;22;22;-111;10;23;;;;;;
2018-01765;55;22;1;-111;10;2;;;;;;
2018-03535;;;;;;;11;418261.78;6296531.83;32611;;
2018-03536;;;;;;;11;418948.5;6296710.42;32611;;
2018-05060;54;55;20;-111;27;31;;;;;;
2021-35159;;;;;;;;;;;;
2021-35592;;;;;;;;;;;;
2022-15378;;;;;;;;;;;;
2022-15417;;;;;;;;;;;;
2022-15452;;;;;;;;;;;;
2023-02301;;;;;;;;;;;;
2018-00704;56;26;10.7;-111;12;23.3;;;;;;
2018-03537;;;;;;;11;418980.01;6296721.9;32611;;
2018-00083;56;31;23;-111;16;14.8;;;;;;
2018-00101;56;31;22.8;-111;16;12.8;;;;;;
2018-00190;56;26;9.6;-111;12;22.3;;;;;;
2018-00269;56;26;0.6;-111;3;57.5;;;;;;
2018-00435;56;31;43.6;-111;18;44.5;;;;;;
2018-01616;55;22;22;-111;10;26;;;;;;
2018-01721;55;22;25;-111;10;28;;;;;;
2018-02417;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02432;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02469;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02633;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04624;55;6;38.12;-118;45;38.68;;;;;;
2018-04921;55;33;58;-113;30;4;;;;;;
2018-05369;;;;;;;;;;;;
2018-05537;55;6;35.41;118;45;40.15;;;;;;
2021-35083;;;;;;;;;;;;
2022-15064;;;;;;;;;;;;
2022-15238;;;;;;;;;;;;
2022-15295;;;;;;;;;;;;
2022-15404;;;;;;;;;;;;
2022-15453;;;;;;;;;;;;
2023-02302;;;;;;;;;;;;
2018-02136;;;;;;;12;330443.25;5932417.45;32612;;
2018-02139;;;;;;;12;329400.26;5931229.67;32612;;
2018-02141;;;;;;;12;329400.26;5931229.67;32612;;
2018-02264;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02266;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02268;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02271;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02272;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02273;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02276;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02281;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02459;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02489;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02502;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02510;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02520;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02534;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02539;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02548;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02558;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02559;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02570;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02590;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02669;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02671;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04611;54;34;59;-110;28;15;;;;;;
2018-05103;55;41;14;-113;27;56;;;;;;
2018-05317;;;;;;;;;;;;
2018-05370;;;;;;;;;;;;
2021-35001;55;6;37.81;118;45;40.67;;;;;;
2021-35474;;;;;;;;;;;;
2023-02159;;;;;;;;;;;;
2018-00738;56;25;55.5;-111;6;27.9;;;;;;
2018-01847;55;22;39;-111;10;5;;;;;;
2018-02718;;;;;;;11;418676.8;6290306.24;32611;;
2018-03538;;;;;;;11;414471.71;6290853.93;32611;;
2018-03539;;;;;;;11;414282.75;6291003.17;32611;;
2018-03540;;;;;;;11;417403.67;6298143.25;32611;;
2018-03541;;;;;;;11;414486.17;6289866.5;32611;;
2018-03542;;;;;;;11;415064.22;6290941.78;32611;;
2018-05104;55;0;46;-112;0;17;;;;;;
2018-05371;;;;;;;;;;;;
2021-35076;;;;;;;;;;;;
2018-00112;56;31;22.8;-111;16;15.7;;;;;;
2018-00210;56;22;15.3;-111;0;36.6;;;;;;
2018-00249;56;22;15.9;-111;0;36.4;;;;;;
2018-00536;56;23;54;-111;35;3.7;;;;;;
2018-00560;56;22;15.3;-111;0;36.6;;;;;;
2018-00726;56;24;49.3;-111;2;52.8;;;;;;
2018-01651;55;22;27;-111;10;16;;;;;;
2018-01736;55;22;39;-111;10;5;;;;;;
2018-01819;55;22;27;-111;10;16;;;;;;
2018-01986;55;22;25;-111;10;28;;;;;;
2018-02763;;;;;;;11;413726.3;6291328.97;32611;;
2018-02770;;;;;;;11;414079;6291233;32611;;
2018-02784;;;;;;;11;416226;6295828;32611;;
2018-02789;;;;;;;11;413794.61;6291242.97;32611;;
2018-02822;;;;;;;11;416219;6295842;32611;;
2018-02836;;;;;;;11;416203.24;6297777.99;32611;;
2018-02877;;;;;;;11;414649;6290061;32611;;
2018-02911;;;;;;;11;416118;6295769;32611;;
2018-03004;;;;;;;11;417075;6296761;32611;;
2018-03543;;;;;;;11;418948.5;6296710.42;32611;;
2018-03544;;;;;;;11;418948.5;6296710.42;32611;;
2018-03545;;;;;;;11;418221.83;6299149.17;32611;;
2018-03546;;;;;;;11;416057.83;6295781.83;32611;;
2018-04573;54;34;59;-110;28;15;;;;;;
2018-05372;;;;;;;;;;;;
2021-35097;;;;;;;;;;;;
2021-35235;;;;;;;;;;;;
2021-35316;;;;;;;;;;;;
2022-15008;;;;;;;;;;;;
2022-15454;;;;;;;;;;;;
2023-02078;;;;;;;;;;;;
2018-00596;56;26;17.2;-111;20;16.2;;;;;;
2018-03547;;;;;;;11;416362.25;6294363;32611;;
2018-04463;54;34;59;-110;28;15;;;;;;
2018-04477;54;34;59;-110;28;15;;;;;;
2018-04520;54;34;59;-110;28;15;;;;;;
2018-04564;54;34;59;-110;28;15;;;;;;
2018-04572;54;34;59;-110;28;15;;;;;;
2018-04824;55;6;37.47;-118;45;40.16;;;;;;
2018-05105;54;56;35;-111;36;24;;;;;;
2018-05306;;;;;;;;;;;;
2018-05373;;;;;;;;;;;;
2021-35456;;;;;;;;;;;;
2021-35457;;;;;;;;;;;;
2021-35203;;;;;;;;;;;;
2018-00645;56;38;5.6;-111;9;7.2;;;;;;
2018-00785;56;38;6;-111;9;5.7;;;;;;
2018-00932;56;25;55.5;-111;6;27.9;;;;;;
2018-02385;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02525;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02566;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02623;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02760;;;;;;;11;418245.7;6290395.24;32611;;
2018-02780;;;;;;;11;418286;6290820;32611;;
2018-03108;;;;;;;11;418093;6299546;32611;;
2018-03548;;;;;;;11;414927.08;6293151.17;32611;;
2018-03549;;;;;;;11;418942.92;6290567.42;32611;;
2018-03550;;;;;;;11;416387.58;6298419.92;32611;;
2018-03551;;;;;;;11;417063;6290604.93;32611;;
2018-03552;;;;;;;11;416409.43;6297929.53;32611;;
2018-03553;;;;;;;11;419018.88;6290258.98;32611;;
2018-03554;;;;;;;11;416409.43;6297929.53;32611;;
2018-03555;;;;;;;11;416050.49;6295023.98;32611;;
2018-03556;;;;;;;11;416409.43;6297929.53;32611;;
2018-04665;55;6;34.07;-118;45;41.07;;;;;;
2018-04731;55;22;14;-111;10;33;;;;;;
2018-04922;55;29;12;-113;26;47;;;;;;
2018-05205;;;;;;;;;;;;
2018-05374;;;;;;;;;;;;
2018-05588;55;6;35.05;118;45;38.05;;;;;;
2021-35096;;;;;;;;;;;;
2021-35244;;;;;;;;;;;;
2021-35500;;;;;;;;;;;;
2022-15141;;;;;;;;;;;;
2023-02004;;;;;;;;;;;;
2023-02137;;;;;;;;;;;;
2023-02303;;;;;;;;;;;;
2018-02990;;;;;;;11;415472.07;6290788.97;32611;;
2018-03028;;;;;;;11;418090;6299618;32611;;
2018-03557;;;;;;;11;417403.67;6298143.25;32611;;
2018-04553;54;34;58;-110;28;30;;;;;;
2018-04838;55;6;34.07;-118;45;41.07;;;;;;
2018-04923;54;35;34;-111;2;25;;;;;;
2018-05106;54;57;19;-112;50;5;;;;;;
2018-05259;;;;;;;;;;;;
2018-05375;;;;;;;;;;;;
2018-05598;55;6;35.05;118;45;38.05;;;;;;
2021-35238;;;;;;;;;;;;
2018-00240;56;26;0.6;-111;3;57.5;;;;;;
2018-00280;56;26;0.5;-111;3;54.4;;;;;;
2018-00534;56;23;54;-111;35;3.7;;;;;;
2018-00682;56;26;0.6;-111;3;57.5;;;;;;
2018-00873;56;26;0.6;-111;3;57.5;;;;;;
2018-01000;56;26;0.6;-111;3;57.5;;;;;;
2018-01624;55;22;27;-111;10;13;;;;;;
2018-01642;55;22;27;-111;10;13;;;;;;
2018-01715;55;22;19;-111;8;58;;;;;;
2018-01747;55;22;39;-111;10;5;;;;;;
2018-04405;54;34;59;-110;28;15;;;;;;
2018-04597;54;34;58;-110;28;30;;;;;;
2018-04709;55;22;32;-111;10;23;;;;;;
2021-35069;;;;;;;;;;;;
2022-15066;;;;;;;;;;;;
2022-15455;;;;;;;;;;;;
2023-02094;;;;;;;;;;;;
2023-02304;;;;;;;;;;;;
2018-02969;;;;;;;11;416219;6295842;32611;;
2018-03558;;;;;;;;;;;;
2021-35404;;;;;;;;;;;;
2018-04574;54;34;59;-110;28;15;;;;;;
2018-05376;;;;;;;;;;;;
2021-35201;;;;;;;;;;;;
2021-35328;;;;;;;;;;;;
2021-35335;;;;;;;;;;;;
2022-15009;;;;;;;;;;;;
2022-15456;;;;;;;;;;;;
2023-02081;;;;;;;;;;;;
2021-35530;;;;;;;;;;;;
2018-04878;;;;;;;11;415081;6290631.83333333;32611;;
2022-15371;;;;;;;;;;;;
2022-15457;;;;;;;;;;;;
2018-00120;56;31;22.8;-111;16;15.7;;;;;;
2018-05536;55;6;35.41;118;45;40.15;;;;;;
2021-35207;;;;;;;;;;;;
2022-15323;;;;;;;;;;;;
2018-00213;56;22;15.3;-111;0;36.6;;;;;;
2018-00317;56;24;49.3;-111;2;52.8;;;;;;
2018-00787;56;38;5.5;-111;9;8;;;;;;
2018-00824;56;31;22.8;-111;16;15.7;;;;;;
2018-00840;56;22;15.9;-111;0;36.4;;;;;;
2018-00987;56;23;20.9;-111;2;10.5;;;;;;
2018-01071;56;22;15.9;-111;0;36.4;;;;;;
2018-01743;55;22;26;-111;10;28;;;;;;
2018-01865;55;22;3;-111;8;33;;;;;;
2018-02204;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02478;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02595;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02609;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02746;;;;;;;11;418128.64;6292957.47;32611;;
2018-02790;;;;;;;11;413794.61;6291242.97;32611;;
2018-02837;;;;;;;11;416203.24;6297777.99;32611;;
2018-02843;;;;;;;11;416604.57;6294708.48;32611;;
2018-02910;;;;;;;11;416118;6295769;32611;;
2018-03559;;;;;;;11;418948.5;6296710.42;32611;;
2018-03560;;;;;;;11;418948.5;6296710.42;32611;;
2018-03561;;;;;;;11;416654.33;6294663.08;32611;;
2018-03562;;;;;;;11;418948.5;6296710.42;32611;;
2018-03563;;;;;;;11;417460.5;6294725.98;32611;;
2018-03564;;;;;;;11;416262.91;6298298.49;32611;;
2018-03565;;;;;;;11;414480.11;6289801.97;32611;;
2018-04785;55;22;27;-111;10;16;;;;;;
2018-04924;54;40;49;-111;15;3;;;;;;
2018-05107;54;59;16;-112;1;25;;;;;;
2018-05288;;;;;;;;;;;;
2018-05377;;;;;;;;;;;;
2021-35071;;;;;;;;;;;;
2021-35257;;;;;;;;;;;;
2021-35386;;;;;;;;;;;;
2021-35501;;;;;;;;;;;;
2022-15010;;;;;;;;;;;;
2022-15236;;;;;;;;;;;;
2022-15458;;;;;;;;;;;;
2023-02305;;;;;;;;;;;;
2018-00268;56;26;0.6;-111;3;57.5;;;;;;
2018-00330;56;23;55.7;-111;35;2.9;;;;;;
2018-00527;56;23;54.6;-111;35;3.5;;;;;;
2018-00864;56;26;0.6;-111;3;57.5;;;;;;
2018-01668;55;22;32;-111;10;23;;;;;;
2018-01774;55;22;3;-111;8;33;;;;;;
2018-01880;55;21;60;-111;10;1;;;;;;
2018-03062;;;;;;;11;417075;6296761;32611;;
2018-04371;54;34;59;-110;28;15;;;;;;
2018-04509;54;34;59;-110;28;15;;;;;;
2018-04586;54;34;59;-110;28;15;;;;;;
2018-04594;54;34;59;-110;28;15;;;;;;
2018-04622;54;34;59;-110;28;15;;;;;;
2018-05108;54;58;54;-112;0;13;;;;;;
2018-05378;;;;;;;;;;;;
2021-35109;;;;;;;;;;;;
2021-35299;;;;;;;;;;;;
2021-35346;;;;;;;;;;;;
2022-15099;;;;;;;;;;;;
2022-15375;;;;;;;;;;;;
2022-15394;;;;;;;;;;;;
2022-15459;;;;;;;;;;;;
2023-02072;;;;;;;;;;;;
2023-02306;;;;;;;;;;;;
2018-00314;56;24;49.3;-111;2;52.8;;;;;;
2018-01745;55;22;39;-111;10;5;;;;;;
2018-03566;;;;;;;11;417403.67;6298143.25;32611;;
2018-03567;;;;;;;11;417403.67;6298143.25;32611;;
2018-04925;54;52;0;-111;26;50;;;;;;
2022-15460;;;;;;;;;;;;
2018-00792;56;38;58.4;-111;18;50.7;;;;;;
2018-04926;55;33;33;-113;28;5;;;;;;
2018-05576;55;6;38.12;118;45;38.68;;;;;;
2022-15461;;;;;;;;;;;;
2023-02085;;;;;;;;;;;;
2023-02307;;;;;;;;;;;;
2018-02406;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-00243;56;26;0.6;-111;3;57.5;;;;;;
2018-00270;56;26;0.6;-111;3;57.5;;;;;;
2018-00279;56;26;0.5;-111;3;54.4;;;;;;
2018-00365;56;23;54;-111;35;3.7;;;;;;
2018-00410;56;31;43.1;-111;18;44.9;;;;;;
2018-00504;56;38;58.1;-111;18;49.6;;;;;;
2018-00564;56;22;15.3;-111;0;36.6;;;;;;
2018-00669;56;31;43.1;-111;18;44.9;;;;;;
2018-01594;55;22;22;-111;10;23;;;;;;
2018-01675;55;22;34;-111;10;23;;;;;;
2018-01725;55;22;25;-111;10;28;;;;;;
2018-01756;55;22;39;-111;10;5;;;;;;
2018-01825;55;22;27;-111;10;13;;;;;;
2018-04835;55;6;38.53;-118;45;40.02;;;;;;
2021-35115;;;;;;;;;;;;
2022-15084;;;;;;;;;;;;
2018-01842;55;22;39;-111;10;5;;;;;;
2018-00402;56;38;58.4;-111;18;50.7;;;;;;
2018-04927;55;28;10;-113;26;25;;;;;;
2022-15107;;;;;;;;;;;;
2018-00433;56;31;44.9;-111;18;44.6;;;;;;
2018-01752;55;22;39;-111;10;2;;;;;;
2018-01770;55;22;5;-111;8;33;;;;;;
2018-01783;55;22;5;-111;8;33;;;;;;
2018-02201;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02215;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02663;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02674;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02959;;;;;;;11;415273;6290489;32611;;
2018-03009;;;;;;;11;416683;6298008;32611;;
2018-03013;;;;;;;11;418540.34;6299419.49;32611;;
2018-03032;;;;;;;11;416425;6294595;32611;;
2018-03079;;;;;;;11;418171;6299511;32611;;
2018-03098;;;;;;;11;417667.42;6299212.49;32611;;
2018-03103;;;;;;;11;418605.48;6299159.49;32611;;
2018-03116;;;;;;;11;418803.53;6295967.64;32611;;
2018-03123;;;;;;;11;415284;6290446;32611;;
2018-03129;;;;;;;11;416175.36;6295319.38;32611;;
2018-04490;54;34;59;-110;28;15;;;;;;
2018-04694;55;22;39;-111;10;5;;;;;;
2018-04849;55;6;35.05;-118;45;38.05;;;;;;
2021-35112;;;;;;;;;;;;
2021-35245;;;;;;;;;;;;
2021-35502;;;;;;;;;;;;
2022-15462;;;;;;;;;;;;
