id;deglat;minlat;seclat;deglong;minlong;seclong;utmzone;utmeast;utmnorth;utmsrid;decimlat;decimlong
2018-02405;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02412;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02426;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02530;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02541;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02601;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02611;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02618;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02665;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02667;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02673;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02806;;;;;;;11;417571.96;6297126.99;32611;;
2018-04451;54;34;59;-110;28;15;;;;;;
2018-04654;55;6;37.88;-118;45;37.3;;;;;;
2018-04984;54;59;16;-112;1;25;;;;;;
2018-05143;54;32;21;-111;14;21;;;;;;
2018-05301;;;;;;;;;;;;
2018-05425;;;;;;;;;;;;
2018-05547;55;6;35.6;118;45;38.79;;;;;;
2021-35064;;;;;;;;;;;;
2021-35267;;;;;;;;;;;;
2021-35290;;;;;;;;;;;;
2021-35536;;;;;;;;;;;;
2022-15096;;;;;;;;;;;;
2022-15246;;;;;;;;;;;;
2022-15349;;;;;;;;;;;;
2022-15502;;;;;;;;;;;;
2023-02336;;;;;;;;;;;;
2018-03922;;;;;;;;;;;;
2022-15023;;;;;;;;;;;;
2023-02104;;;;;;;;;;;;
2018-00685;56;26;0.5;-111;3;54.4;;;;;;
2018-02658;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02854;;;;;;;11;416868.43;6297977.99;32611;;
2018-02869;;;;;;;11;416963.05;6298817.99;32611;;
2018-03923;;;;;;;11;417403.67;6298143.25;32611;;
2018-03924;;;;;;;11;416695.08;6297896.08;32611;;
2018-03925;;;;;;;11;418688.08;6300341.5;32611;;
2018-04524;54;34;59;-110;28;15;;;;;;
2018-04837;55;6;34.07;-118;45;41.07;;;;;;
2018-04986;54;57;19;-112;50;5;;;;;;
2018-05144;54;39;1;-111;15;37;;;;;;
2018-05575;55;6;37.97;118;45;39.5;;;;;;
2021-35271;;;;;;;;;;;;
2021-35291;;;;;;;;;;;;
2022-15278;;;;;;;;;;;;
2018-00019;56;25;56.9;-111;6;29.3;;;;;;
2018-00150;56;31;22.8;-111;16;15.7;;;;;;
2018-00438;56;31;43.1;-111;18;44.9;;;;;;
2018-00487;56;29;35.6;-111;13;52.7;;;;;;
2018-01617;55;22;22;-111;10;26;;;;;;
2018-01707;55;22;19;-111;9;1;;;;;;
2018-01889;55;22;25;-111;10;28;;;;;;
2018-02724;;;;;;;11;418438.89;6290905.25;32611;;
2018-02736;;;;;;;11;414526.71;6290841.56;32611;;
2018-02858;;;;;;;11;416135.58;6295571.98;32611;;
2018-02886;;;;;;;11;418945.22;6296713.48;32611;;
2018-03067;;;;;;;11;417601.71;6294397.63;32611;;
2018-03926;;;;;;;11;416688;6290321.5;32611;;
2018-03927;;;;;;;11;417403.67;6298143.25;32611;;
2018-03928;;;;;;;11;418081.83;6299662.67;32611;;
2018-03929;;;;;;;11;418948.5;6296710.42;32611;;
2018-03930;;;;;;;11;416288.06;6297927.75;32611;;
2018-03931;;;;;;;11;414282.75;6291003.17;32611;;
2018-03932;;;;;;;11;418479.75;6300304;32611;;
2018-04508;54;34;59;-110;28;15;;;;;;
2018-04839;55;6;34.79;-118;45;39.26;;;;;;
2018-05074;54;56;30;-111;35;41;;;;;;
2018-05282;;;;;;;;;;;;
2018-05426;;;;;;;;;;;;
2018-05586;55;6;37.88;118;45;37.3;;;;;;
2021-35139;;;;;;;;;;;;
2021-35268;;;;;;;;;;;;
2021-35297;;;;;;;;;;;;
2021-35539;;;;;;;;;;;;
2022-15024;;;;;;;;;;;;
2023-02040;;;;;;;;;;;;
2018-01264;;;;;;;;;;;;
2018-01280;;;;;;;;;;;;
2018-01281;;;;;;;;;;;;
2018-01282;;;;;;;;;;;;
2018-01283;;;;;;;;;;;;
2018-01284;;;;;;;;;;;;
2018-01285;;;;;;;;;;;;
2018-01286;;;;;;;;;;;;
2018-01287;;;;;;;;;;;;
2018-01298;;;;;;;;;;;;
2018-01422;;;;;;;;;;;;
2018-02132;;;;;;;12;333390.79;5935588.04;32612;;
2018-02358;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-04684;55;6;35.62;-118;45;41.22;;;;;;
2018-05153;54;32;30;-111;14;21;;;;;;
2018-05321;;;;;;;;;;;;
2018-05397;;;;;;;;;;;;
2018-05568;55;6;38.12;118;45;38.68;;;;;;
2021-35140;;;;;;;;;;;;
2021-35248;;;;;;;;;;;;
2022-15029;;;;;;;;;;;;
2022-15247;;;;;;;;;;;;
2022-15427;;;;;;;;;;;;
2023-02349;;;;;;;;;;;;
2021-35529;;;;;;;;;;;;
2018-00235;56;22;17.8;-111;0;37.2;;;;;;
2018-00982;56;23;19.7;-111;2;10.8;;;;;;
2018-01047;56;26;0.6;-111;3;57.5;;;;;;
2018-01067;56;22;15.3;-111;0;36.6;;;;;;
2018-01074;56;22;15.9;-111;0;36.4;;;;;;
2018-01681;55;22;34;-111;10;23;;;;;;
2018-01947;55;22;39;-111;10;2;;;;;;
2018-04459;54;34;59;-110;28;15;;;;;;
2018-04695;55;21;60;-111;10;1;;;;;;
2018-04858;55;6;38.53;-118;45;40.02;;;;;;
2018-05154;55;33;33;-113;28;5;;;;;;
2018-05398;;;;;;;;;;;;
2018-05569;55;6;38.12;118;45;38.68;;;;;;
2021-35113;;;;;;;;;;;;
2021-35273;;;;;;;;;;;;
2022-15382;;;;;;;;;;;;
2022-15514;;;;;;;;;;;;
2023-02350;;;;;;;;;;;;
2018-00559;56;22;15.3;-111;0;36.6;;;;;;
2018-01753;55;22;39;-111;10;2;;;;;;
2018-04875;55;6;35.08;-118;45;38.99;;;;;;
2018-05155;55;29;11;-113;26;31;;;;;;
2018-05399;;;;;;;;;;;;
2021-35019;55;6;38.53;118;45;40.02;;;;;;
2022-15515;;;;;;;;;;;;
2023-02351;;;;;;;;;;;;
2018-01737;55;22;39;-111;10;5;;;;;;
2018-05400;;;;;;;;;;;;
2021-35053;55;6;35.62;118;45;41.22;;;;;;
2021-35117;;;;;;;;;;;;
2021-35415;;;;;;;;;;;;
2022-15516;;;;;;;;;;;;
2023-02352;;;;;;;;;;;;
2018-00242;56;26;0.6;-111;3;57.5;;;;;;
2018-05401;;;;;;;;;;;;
2021-35142;;;;;;;;;;;;
2021-35443;;;;;;;;;;;;
2023-02353;;;;;;;;;;;;
2021-35123;;;;;;;;;;;;
2021-35448;;;;;;;;;;;;
2022-15518;;;;;;;;;;;;
2023-02354;;;;;;;;;;;;
2021-35449;;;;;;;;;;;;
2023-02355;;;;;;;;;;;;
2021-35162;;;;;;;;;;;;
2021-35475;;;;;;;;;;;;
2023-02356;;;;;;;;;;;;
2021-35170;;;;;;;;;;;;
2018-00250;56;22;15.9;-111;0;36.4;;;;;;
2018-00256;56;22;17.8;-111;0;37.2;;;;;;
2018-00313;56;24;49.3;-111;2;52.8;;;;;;
2018-01606;55;22;22;-111;10;23;;;;;;
2018-01671;55;22;34;-111;10;23;;;;;;
2018-01772;55;22;1;-111;10;2;;;;;;
2018-01846;55;22;39;-111;10;5;;;;;;
2018-02907;;;;;;;11;416086.02;6295097.98;32611;;
2018-02927;;;;;;;11;416851.02;6294990.98;32611;;
2018-02945;;;;;;;11;413512.04;6291830.97;32611;;
2018-03933;;;;;;;11;418948.5;6296710.42;32611;;
2018-03934;;;;;;;11;417083.83;6296688;32611;;
2018-03935;;;;;;;11;418948.5;6296710.42;32611;;
2018-04653;55;6;37.88;-118;45;37.3;;;;;;
2018-04735;55;22;14;-111;10;36;;;;;;
2018-04987;55;1;46;-111;58;15;;;;;;
2018-05145;55;41;9;-113;31;19;;;;;;
2018-05552;55;6;38.53;118;45;40.02;;;;;;
2021-35092;;;;;;;;;;;;
2021-35348;;;;;;;;;;;;
2021-35540;;;;;;;;;;;;
2022-15503;;;;;;;;;;;;
2023-02337;;;;;;;;;;;;
2018-00082;56;31;23;-111;16;14.8;;;;;;
2018-00111;56;31;22.8;-111;16;15.7;;;;;;
2018-00354;56;26;17.2;-111;20;16.2;;;;;;
2018-00434;56;31;43.6;-111;18;44.5;;;;;;
2018-01097;56;22;1.4;-111;35;2.7;;;;;;
2018-01635;55;22;22;-111;10;23;;;;;;
2018-01684;55;22;19;-111;9;4;;;;;;
2018-01693;55;22;19;-111;9;7;;;;;;
2018-01742;55;22;26;-111;10;28;;;;;;
2018-04832;55;6;38.53;-118;45;40.02;;;;;;
2018-04988;54;55;20;-111;27;31;;;;;;
2018-05563;55;6;37.47;118;45;40.16;;;;;;
2021-35541;;;;;;;;;;;;
2022-15214;;;;;;;;;;;;
2022-15345;;;;;;;;;;;;
2022-15504;;;;;;;;;;;;
2023-02338;;;;;;;;;;;;
2018-01952;55;22;39;-111;10;5;;;;;;
2018-02893;;;;;;;11;413424.67;6291245.97;32611;;
2018-03037;;;;;;;11;416055.49;6295101.68;32611;;
2018-03936;;;;;;;11;416695.08;6297896.08;32611;;
2018-03937;;;;;;;11;417013.18;6289823.47;32611;;
2018-04991;54;32;21;-111;14;21;;;;;;
2021-35154;;;;;;;;;;;;
2021-35542;;;;;;;;;;;;
2022-15233;;;;;;;;;;;;
2022-15296;;;;;;;;;;;;
2023-02160;;;;;;;;;;;;
2023-02339;;;;;;;;;;;;
2018-00125;56;29;35.6;-111;13;52.7;;;;;;
2018-00343;56;26;17.2;-111;20;16.2;;;;;;
2018-00470;56;29;35.6;-111;13;52.7;;;;;;
2018-00475;56;29;35;-111;13;52.8;;;;;;
2018-00516;56;23;55.7;-111;35;2.9;;;;;;
2018-00521;56;38;58.4;-111;18;50.7;;;;;;
2018-00627;56;22;1.3;-111;35;3.2;;;;;;
2018-01763;55;22;1;-111;10;2;;;;;;
2018-01849;55;22;14;-111;10;33;;;;;;
2018-01850;55;22;14;-111;10;36;;;;;;
2018-01870;55;22;19;-111;9;4;;;;;;
2018-02163;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02181;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02245;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02248;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02249;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02440;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02444;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02950;;;;;;;11;416080;6295761;32611;;
2018-02968;;;;;;;11;414511.55;6290849.05;32611;;
2018-03068;;;;;;;11;417524;6295580;32611;;
2018-03084;;;;;;;11;418046;6299652;32611;;
2018-03111;;;;;;;11;417262.93;6294312.62;32611;;
2018-03139;;;;;;;11;416972.55;6294306.28;32611;;
2018-03938;;;;;;;11;416731.25;6292891.5;32611;;
2018-03939;;;;;;;11;414405.56;6290489.06;32611;;
2018-03940;;;;;;;11;417063;6290604.93;32611;;
2018-03941;;;;;;;11;418261.78;6296531.83;32611;;
2018-03942;;;;;;;11;416412.42;6290395.42;32611;;
2018-04001;;;;;;;;;;;;
2018-04004;;;;;;;;;;;;
2018-04478;54;34;59;-110;28;15;;;;;;
2018-04579;54;34;59;-110;28;15;;;;;;
2018-04846;55;6;38.53;-118;45;40.02;;;;;;
2018-04989;55;1;46;-111;58;15;;;;;;
2018-05245;;;;;;;;;;;;
2018-05278;;;;;;;;;;;;
2018-05427;;;;;;;;;;;;
2021-35006;55;6;37.81;118;45;40.67;;;;;;
2021-35177;;;;;;;;;;;;
2021-35390;;;;;;;;;;;;
2021-35420;;;;;;;;;;;;
2021-35586;;;;;;;;;;;;
2022-15025;;;;;;;;;;;;
2022-15221;;;;;;;;;;;;
2022-15355;;;;;;;;;;;;
2023-02041;;;;;;;;;;;;
2023-02340;;;;;;;;;;;;
2018-02985;;;;;;;11;416793.8;6297936.99;32611;;
2018-03136;;;;;;;11;414782.85;6290924.47;32611;;
2018-03943;;;;;;;11;413539.5;6290588.43;32611;;
2018-03944;;;;;;;11;418660.25;6296422;32611;;
2018-03945;;;;;;;11;415973.17;6291824.75;32611;;
2018-03946;;;;;;;11;418942.92;6290567.42;32611;;
2018-03947;;;;;;;;;;;;
2018-03948;;;;;;;;;;;;
2018-03949;;;;;;;11;416631.35;6290093.66;32611;;
2018-03950;;;;;;;11;416993.97;6290301.97;32611;;
2018-05075;55;30;23;-113;25;19;;;;;;
2018-00064;56;25;56.5;-111;6;29.1;;;;;;
2018-00173;56;29;33.8;-111;13;51.7;;;;;;
2018-00542;56;38;58.1;-111;18;49.6;;;;;;
2018-00576;56;22;17.8;-111;0;37.2;;;;;;
2018-00609;56;23;19.7;-111;2;10.8;;;;;;
2018-01003;56;24;47.5;-111;2;53;;;;;;
2018-01029;56;26;10.7;-111;12;23.3;;;;;;
2018-01708;55;22;19;-111;9;1;;;;;;
2018-01793;55;22;19;-111;9;4;;;;;;
2018-01834;55;22;14;-111;10;36;;;;;;
2018-01890;55;22;25;-111;10;28;;;;;;
2018-02041;;;;;;;12;333390.79;5935588.04;32612;;
2018-02182;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02238;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02467;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02493;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02518;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02529;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02551;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02560;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02853;;;;;;;11;417020.15;6294322.98;32611;;
2018-02874;;;;;;;11;416682.77;6294654.98;32611;;
2018-02900;;;;;;;11;414398.95;6289775.47;32611;;
2018-02941;;;;;;;11;415509.19;6290803.47;32611;;
2018-03058;;;;;;;11;418090;6299618;32611;;
2018-03070;;;;;;;11;416371;6294560;32611;;
2018-03951;;;;;;;11;416688.83;6295087.17;32611;;
2018-03952;;;;;;;11;416731.25;6292891.5;32611;;
2018-03953;;;;;;;11;416688;6290321.5;32611;;
2018-03954;;;;;;;11;413540.71;6290579.52;32611;;
2018-04679;55;6;35.05;-118;45;38.05;;;;;;
2018-04990;54;33;44;-111;15;5;;;;;;
2018-05146;55;18;56;-113;16;9;;;;;;
2018-05428;;;;;;;;;;;;
2018-05567;55;6;38.12;118;45;38.68;;;;;;
2021-35166;;;;;;;;;;;;
2021-35380;;;;;;;;;;;;
2021-35387;;;;;;;;;;;;
2021-35543;;;;;;;;;;;;
2022-15243;;;;;;;;;;;;
2022-15319;;;;;;;;;;;;
2022-15505;;;;;;;;;;;;
2023-02124;;;;;;;;;;;;
2023-02341;;;;;;;;;;;;
2021-35088;;;;;;;;;;;;
2022-15106;;;;;;;;;;;;
2022-15506;;;;;;;;;;;;
2018-00067;56;25;55.5;-111;6;27.9;;;;;;
2018-00110;56;31;22.8;-111;16;15.7;;;;;;
2018-00117;56;31;22.8;-111;16;15.7;;;;;;
2018-00363;56;23;54;-111;35;3.7;;;;;;
2018-00529;56;23;55.7;-111;35;2.9;;;;;;
2018-00530;56;23;54.6;-111;35;3.5;;;;;;
2018-00541;56;23;54;-111;35;3.7;;;;;;
2018-00888;56;38;58.1;-111;18;49.6;;;;;;
2018-01592;55;22;22;-111;10;23;;;;;;
2018-01906;55;22;34;-111;10;23;;;;;;
2018-02232;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02243;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02480;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02723;;;;;;;11;418438.89;6290905.25;32611;;
2018-02731;;;;;;;11;414782.85;6290924.47;32611;;
2018-02761;;;;;;;11;413335.48;6290405.97;32611;;
2018-03093;;;;;;;11;414696;6293274;32611;;
2018-03955;;;;;;;11;414405.56;6290489.06;32611;;
2018-03956;;;;;;;11;416051.5;6295675.5;32611;;
2018-04391;54;34;59;-110;28;15;;;;;;
2018-04766;55;22;14;-111;10;33;;;;;;
2018-04774;55;22;22;-111;10;23;;;;;;
2018-05581;55;6;38.12;118;45;38.68;;;;;;
2021-35078;;;;;;;;;;;;
2021-35419;;;;;;;;;;;;
2021-35544;;;;;;;;;;;;
2022-15229;;;;;;;;;;;;
2022-15330;;;;;;;;;;;;
2022-15507;;;;;;;;;;;;
2023-02342;;;;;;;;;;;;
2018-05332;;;;;;;;;;;;
2018-02727;;;;;;;11;414104;6291407;32611;;
2018-02752;;;;;;;11;413321.54;6290475.97;32611;;
2018-03054;;;;;;;11;416846.68;6289906.47;32611;;
2018-03957;;;;;;;11;414071.07;6290530.86;32611;;
2018-03958;;;;;;;11;413539.5;6290588.43;32611;;
2018-03959;;;;;;;11;413267.83;6290484.83;32611;;
2018-03960;;;;;;;11;417155.64;6290181.01;32611;;
2018-03961;;;;;;;11;413431.61;6291509;32611;;
2018-03962;;;;;;;11;413539.5;6290588.43;32611;;
2018-03963;;;;;;;11;414890.05;6290610.88;32611;;
2018-04992;55;33;33;-113;28;5;;;;;;
2021-35545;;;;;;;;;;;;
2023-02343;;;;;;;;;;;;
2018-02085;;;;;;;12;335050.38;5935153.58;32612;;
2018-04491;54;34;59;-110;28;15;;;;;;
2018-04492;54;34;59;-110;28;15;;;;;;
2018-04496;54;34;59;-110;28;15;;;;;;
2018-04497;54;34;59;-110;28;15;;;;;;
2018-04507;54;34;59;-110;28;15;;;;;;
2018-04513;54;34;59;-110;28;15;;;;;;
2018-04516;54;34;59;-110;28;15;;;;;;
2018-04518;54;34;59;-110;28;15;;;;;;
2018-04526;54;34;59;-110;28;15;;;;;;
2018-04543;54;34;59;-110;28;15;;;;;;
2018-04556;54;34;59;-110;28;15;;;;;;
2018-04993;55;1;46;-111;58;15;;;;;;
2018-05147;54;57;1;-112;53;21;;;;;;
2018-05232;;;;;;;;;;;;
2018-05241;;;;;;;;;;;;
2018-05243;;;;;;;;;;;;
2018-05268;;;;;;;;;;;;
2018-05429;;;;;;;;;;;;
2021-35012;55;6;37.88;118;45;37.3;;;;;;
2021-35171;;;;;;;;;;;;
2021-35425;;;;;;;;;;;;
2021-35546;;;;;;;;;;;;
2022-15026;;;;;;;;;;;;
2022-15267;;;;;;;;;;;;
2023-02070;;;;;;;;;;;;
2023-02344;;;;;;;;;;;;
2018-02172;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02410;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02416;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02462;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02639;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02720;;;;;;;11;418676.8;6290306.24;32611;;
2018-03085;;;;;;;11;418356.59;6299773.99;32611;;
2018-03138;;;;;;;11;417858;6290552;32611;;
2018-03163;;;;;;;11;417483.14;6294502.63;32611;;
2018-03964;;;;;;;11;418948.5;6296710.42;32611;;
2018-03965;;;;;;;11;416931.5;6289915.17;32611;;
2018-03966;;;;;;;11;417063;6290604.93;32611;;
2018-03967;;;;;;;11;416690.6;6289975.67;32611;;
2018-04426;54;34;59;-110;28;15;;;;;;
2018-04546;54;34;58;-110;28;30;;;;;;
2018-04558;54;34;58;-110;28;30;;;;;;
2018-04632;55;6;38.12;-118;45;38.68;;;;;;
2018-04728;55;22;14;-111;10;33;;;;;;
2018-04994;55;1;46;-111;58;15;;;;;;
2018-05430;;;;;;;;;;;;
2018-05558;55;6;38.53;118;45;40.02;;;;;;
2021-35074;;;;;;;;;;;;
2021-35240;;;;;;;;;;;;
2021-35547;;;;;;;;;;;;
2022-15053;;;;;;;;;;;;
2022-15342;;;;;;;;;;;;
2022-15377;;;;;;;;;;;;
2022-15508;;;;;;;;;;;;
2023-02155;;;;;;;;;;;;
2023-02345;;;;;;;;;;;;
2022-15358;;;;;;;;;;;;
2018-00113;56;31;22.8;-111;16;15.7;;;;;;
2018-00230;56;23;21;-111;2;10.4;;;;;;
2018-00374;56;22;1.4;-111;35;2.7;;;;;;
2018-00533;56;31;22.8;-111;16;12.8;;;;;;
2018-00828;56;31;22.8;-111;16;12.8;;;;;;
2018-01810;55;22;19;-111;9;7;;;;;;
2018-02420;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02441;53;57;25.38;-114;7;27.42;11;688669.8139;5982572.7665;32611;;
2018-02824;;;;;;;11;413400.33;6291242.47;32611;;
2018-02963;;;;;;;11;418830.56;6296680.48;32611;;
2018-03115;;;;;;;11;417630;6295701;32611;;
2018-03968;;;;;;;11;418948.5;6296710.42;32611;;
2018-03969;;;;;;;11;418948.5;6296710.42;32611;;
2018-03970;;;;;;;11;414282.75;6291003.17;32611;;
2018-03971;;;;;;;11;413539.5;6290588.43;32611;;
2018-03972;;;;;;;11;418470.92;6290758.67;32611;;
2018-04406;54;34;59;-110;28;15;;;;;;
2018-04826;55;6;37.97;-118;45;39.5;;;;;;
2018-04995;54;55;6;-111;27;51;;;;;;
2018-05148;55;30;23;-113;25;19;;;;;;
2018-05431;;;;;;;;;;;;
2018-05596;55;6;35.05;118;45;38.05;;;;;;
2021-35301;;;;;;;;;;;;
2022-15421;;;;;;;;;;;;
2022-15509;;;;;;;;;;;;
2023-02113;;;;;;;;;;;;
2018-00351;56;23;54.6;-111;35;3.5;;;;;;
2018-00421;56;22;1.3;-111;35;3.2;;;;;;
2018-01791;55;22;19;-111;9;7;;;;;;
2018-02973;;;;;;;11;414113;6291229;32611;;
2018-03146;;;;;;;11;418945.22;6296713.48;32611;;
2018-03973;;;;;;;11;416051.5;6295675.5;32611;;
2018-03974;;;;;;;11;418261.78;6296531.83;32611;;
2018-03975;;;;;;;11;417063;6290604.93;32611;;
2018-04621;54;34;59;-110;28;15;;;;;;
2021-35124;;;;;;;;;;;;
2021-35459;;;;;;;;;;;;
2021-35548;;;;;;;;;;;;
2022-15222;;;;;;;;;;;;
2023-02346;;;;;;;;;;;;
2018-00844;56;23;19.7;-111;2;10.8;;;;;;
2018-02708;;;;;;;11;413564.39;6291630.47;32611;;
2018-02934;;;;;;;11;413766.55;6291294.97;32611;;
2018-03148;;;;;;;11;414954.08;6290289.47;32611;;
2018-03976;;;;;;;11;414282.75;6291003.17;32611;;
2018-03977;;;;;;;11;413539.5;6290588.43;32611;;
2018-03978;;;;;;;11;417115.33;6290296;32611;;
2018-03979;;;;;;;11;417773.17;6300353.33;32611;;
2018-03980;;;;;;;11;416362.25;6294363;32611;;
2018-03981;;;;;;;11;416904.2;6290057.97;32611;;
2018-03982;;;;;;;;;;;;
2018-04967;54;55;12;-111;27;43;;;;;;
2018-05149;54;55;12;-111;27;43;;;;;;
2021-35549;;;;;;;;;;;;
2022-15416;;;;;;;;;;;;
2018-03983;;;;;;;11;417811.67;6290453.83;32611;;
2022-15027;;;;;;;;;;;;
2023-02077;;;;;;;;;;;;
2018-02995;;;;;;;11;415522.69;6290813.97;32611;;
2018-03984;;;;;;;11;416688;6290321.5;32611;;
2018-03985;;;;;;;11;416362.25;6294363;32611;;
2018-03986;;;;;;;11;414272.68;6290937.97;32611;;
2021-35122;;;;;;;;;;;;
2022-15050;;;;;;;;;;;;
2018-04876;;;;;;;11;417162.666666667;6296758;32611;;
2018-03987;;;;;;;11;413267.83;6290484.83;32611;;
2018-05150;55;3;29;-113;1;58;;;;;;
2021-35147;;;;;;;;;;;;
2022-15095;;;;;;;;;;;;
2022-15197;;;;;;;;;;;;
2022-15260;;;;;;;;;;;;
2018-01776;55;22;3;-111;8;33;;;;;;
2018-01777;55;22;1;-111;10;2;;;;;;
2018-01816;55;22;34;-111;10;23;;;;;;
2018-01822;55;22;14;-111;10;36;;;;;;
2018-04365;54;34;59;-110;28;15;;;;;;
2018-04392;54;34;59;-110;28;15;;;;;;
2021-35155;;;;;;;;;;;;
2022-15341;;;;;;;;;;;;
2018-02979;;;;;;;11;417669;6295695;32611;;
2018-02987;;;;;;;11;417107.7;6294363.11;32611;;
2018-03029;;;;;;;11;413766.55;6291294.97;32611;;
2021-35570;;;;;;;;;;;;
2018-00273;56;26;0.6;-111;3;57.5;;;;;;
2018-00731;56;26;0.6;-111;3;57.5;;;;;;
2018-01657;55;22;27;-111;10;16;;;;;;
2018-01673;55;22;34;-111;10;23;;;;;;
2018-01677;55;22;34;-111;10;23;;;;;;
2018-01734;55;22;39;-111;10;5;;;;;;
2018-01991;55;22;22;-111;10;26;;;;;;
2018-04730;55;22;14;-111;10;33;;;;;;
2018-03090;;;;;;;11;414897.5;6293105.97;32611;;
2018-04500;54;34;59;-110;28;15;;;;;;
2018-04538;54;34;59;-110;28;15;;;;;;
2018-05432;;;;;;;;;;;;
2021-35016;55;6;38.53;118;45;40.02;;;;;;
2021-35146;;;;;;;;;;;;
2022-15510;;;;;;;;;;;;
2023-02068;;;;;;;;;;;;
2018-02971;;;;;;;11;413976;6291141;32611;;
2021-35295;;;;;;;;;;;;
2021-35363;;;;;;;;;;;;
2022-15028;;;;;;;;;;;;
2021-35121;;;;;;;;;;;;
2018-00032;56;26;10.7;-111;12;23.3;;;;;;
2018-00045;56;25;56.5;-111;6;29.1;;;;;;
2018-00052;56;25;56.9;-111;6;29.3;;;;;;
2018-00078;56;25;55.5;-111;6;27.9;;;;;;
2018-00124;56;29;35.6;-111;13;52.7;;;;;;
2018-00143;56;29;35;-111;13;52.8;;;;;;
2018-00319;56;26;0.1;-111;3;56.7;;;;;;
2018-00412;56;22;1.4;-111;35;2.7;;;;;;
2018-01589;55;22;22;-111;10;23;;;;;;
2018-01634;55;22;22;-111;10;23;;;;;;
2018-02993;;;;;;;11;414493.77;6289839.47;32611;;
2018-03988;;;;;;;11;416688.83;6295087.17;32611;;
2018-03989;;;;;;;11;419167.33;6296457.75;32611;;
2018-03990;;;;;;;11;414405.56;6290489.06;32611;;
2018-03991;;;;;;;11;413539.5;6290588.43;32611;;
2018-03992;;;;;;;11;416051.5;6295675.5;32611;;
2018-04996;54;34;41;-111;15;8;;;;;;
2018-05433;;;;;;;;;;;;
2021-35551;;;;;;;;;;;;
2022-15232;;;;;;;;;;;;
2022-15297;;;;;;;;;;;;
2022-15511;;;;;;;;;;;;
2023-02347;;;;;;;;;;;;
2018-00157;56;31;23;-111;16;14.8;;;;;;
2018-00168;56;31;22.8;-111;16;12.8;;;;;;
2018-00283;56;26;0.1;-111;3;56.7;;;;;;
2018-00295;56;26;0.6;-111;3;57.5;;;;;;
2018-00446;56;22;1.4;-111;35;2.7;;;;;;
2018-00448;56;36;0.3;-111;18;40.9;;;;;;
2018-00452;56;35;59.9;-111;18;41.4;;;;;;
2018-00466;56;31;43.1;-111;18;44.9;;;;;;
2018-01605;55;22;22;-111;10;23;;;;;;
2018-01658;55;22;27;-111;10;16;;;;;;
